#/log,DATA CREATED,データ作成日,20140220,,,,,,,,,,,,,,,
#/doc,DATA CREATER,データ作成者,杉田久志,,,,,,,,,,,,,,,
#,DATA TITLE,データ名,Temporal Change in Tree Girth at Breast Height at 御明神大滝沢,,,,,,,,,,,,,,,
#,PLOT NAME,調査地名,御明神大滝沢,,,,,,,,,,,,,,,
#,PLOT SIZE,面積,1ha,,,,,,,,,,,,,,,
#,PRAMETER DEFINITIONS,mesh_xcord,10ｍ方形区ｘ座標,,,,,,,,,,,,,,,
#,,mesh_ｙcord,10ｍ方形区ｙ座標,,,,,,,,,,,,,,,
#,,tag_no,幹タグ番号,,,,,,,,,,,,,,,
#,,,別番号,,,,,,,,,,,,,,,
#,,indv_no,個体タグ番号,,,,,,,,,,,,,,,
#,,stem_xcord,幹のx座標（10m方形区内での座標）,,,,,,,,,,,,,,,
#,,stem_ycord,幹のｙ座標（10m方形区内での座標）,,,,,,,,,,,,,,,
#,,spc_japan,種名,,,,,,,,,,,,,,,
#,,gbh,胸高周囲長〔cm〕,,,,,,,,,,,,,,,
#,,note,備考,,,,,,,,,,,,,,,
#,,s_data,調査日,,,,,,,,,,,,,,,
#/note,20090325,データ成形（石原正恵）,,,,,,,,,,,,,,,,
#,,"1991,1998,2003年のデータあり",,,,,,,,,,,,,,,,
#,,1991年台風被害をnote91.1として入力,,,,,,,,,,,,,,,,
#,,"gbh1991,1998,2003--> note.gbh91, note.gbh98, note.gbh03",,,,,,,,,,,,,,,,
#,20091224,"Data censused in 1991, 1998, 2003 were excluded because Monitoring Sites 1000 started from 2004.",,,,,,,,,,,,,,,,
#,20101220,イタヤカエデは全てアカイタヤ（杉田さんより）。イタヤカエデ->アカイタヤ,,,,,,,,,,,,,,,,
#,20171211,公開用にデータの体裁整え（日野）,,,,,,,,,,,,,,,,
#/data,,,,,,,,,,,,,,,,,,
"mesh_xcord","mesh_ycord","tag_no","indv_no","stem_xcord","stem_ycord","spc_japan","gbh08","gbh13","note08","note13","s_date08","s_date13","memo1","memo2","memo3","新No.","X","X.1","dl08","dl13","rec08","rec13","error08","error13"
50,120,130,"RG109",0.4,6.4,"ヒバ",86.7,87.5,"","",20081112,20130926,"RG","E","",109,NA,NA,0,0,0,0,0,0
50,120,129,"RG110",1.6,6.3,"ヒバ",73.4,75.5,"","",20081112,20130926,"RG","E","",110,NA,NA,0,0,0,0,0,0
50,120,128,"RG111",1.6,5.9,"ヒバ",46.2,46.3,"","",20081112,20130926,"RG","E","",111,NA,NA,0,0,0,0,0,0
50,120,112,"RG122",8.6,8.9,"ヒバ",111.5,113.1,"","",20081112,20130926,"RG","E","",122,NA,NA,0,0,0,0,0,0
50,120,113,"RG123",6.5,6.2,"ヒバ",117.4,120.4,"","",20081112,20130926,"RG","E","",123,NA,NA,0,0,0,0,0,0
50,120,116,"RG124",6,3.6,"ヒバ",123.1,126.4,"","",20081112,20130926,"RG","E","",124,NA,NA,0,0,0,0,0,0
50,120,117,"RG125",7.1,3.6,"ヒバ",61,61.7,"","",20081112,20130926,"RG","E","",125,NA,NA,0,0,0,0,0,0
50,120,118,"RG126",7.6,3.8,"ヒバ",45.8,46.5,"","",20081112,20130926,"RG","E","",126,NA,NA,0,0,0,0,0,0
50,120,114,"RG127",4.7,7.3,"ヒバ",43.7,43.4,"","",20081112,20130926,"RG","E","RI962",127,NA,NA,0,0,0,0,0,0
60,120,82,"RG128",2.3,4.6,"ブナ",77.3,85.5,"","",20081112,20130926,"RG","E","",128,NA,NA,0,0,0,0,0,0
60,120,87,"RG129",0.2,7.8,"ヒバ",136.9,141.3,"","",20081112,20130926,"RG","E","",129,NA,NA,0,0,0,0,0,0
60,120,86,"E 86",1,8.8,"ヒバ",42.4,NA,"根返りしかけ斜め　","→根返り水平→枯れ41.6",20081112,20130926,"","E","",NA,NA,NA,0,1,0,0,0,0
60,120,85,"RG130",3,8.2,"ミズナラ",84.4,85.7,"","",20081112,20130926,"RG","E","",130,NA,NA,0,0,0,0,0,0
60,120,84,"RG131",2.7,7,"ヒバ",35.5,37.2,"","",20081112,20130926,"RG","E","",131,NA,NA,0,0,0,0,0,0
60,120,78,"RG133",2.8,4.3,"ハウチワカエデ",26.4,26.7,"","",20081112,20130926,"RG","E","",132,NA,NA,0,0,0,0,0,0
60,120,81,"RG133",2.8,4.2,"ハウチワカエデ",58.3,59.2,"","",20081112,20130926,"RG","E","",133,NA,NA,0,0,0,0,0,0
60,120,76,"RG134",4.6,1.6,"ヒバ",61.6,63.9,"","",20081112,20130926,"RG","E","",134,NA,NA,0,0,0,0,0,0
60,120,74,"RG135",6,4.7,"ブナ",217.5,217.4,"","",20081112,20130926,"RG","E","WG380",135,NA,NA,0,0,0,0,0,0
60,120,NA,"RG137",8.6,9.1,"ヒバ",6.3,12.8,"","",20081112,20130926,"RG","","青1139",137,NA,NA,0,0,-1,-1,0,0
60,120,72,"RG138",9.3,9.5,"アカイタヤ",148.9,151.2,"","",20081112,20130926,"RG","E","",138,NA,NA,0,0,0,0,0,0
60,120,74.2,"RG143",6.4,3.9,"ヒバ",11.2,11.8,"","",20081112,20130926,"RG","E","RD255",143,NA,NA,0,0,-1,-1,0,0
60,120,75,"RG144",6.5,0.2,"ヒバ",50.6,51,"","",20081112,20130926,"RG","E","",144,NA,NA,0,0,0,0,0,0
60,120,80,"E 80",2.7,4.4,"ハウチワカエデ",NA,NA,"立ち枯れ","",20081112,20130926,"","E","",NA,NA,NA,1,2,-1,-1,0,0
60,120,84.1,"E 84.1",2.22,6.67,"ヒバ",NA,NA,"立ち枯れ","",20081112,20130926,"","E","RD253",NA,NA,NA,1,2,-1,-1,0,0
70,120,74.1,"RG145",1.29,0.883,"ヒバ",56.2,58.2,"","",20081112,20130926,"RG","E","WG436",145,NA,NA,0,0,0,0,0,0
70,120,31,"RG146",9.260967,8.620939,"ヒバ",75.4,77.5,"","",20081112,20130926,"RG","E","",146,NA,NA,0,0,0,0,0,0
70,120,32.1,"E 32.1",4.801352,4.837334,"コハウチワカエデ",NA,NA,"立ち枯れ","",20081112,20130926,"","E","E686　WG379",NA,NA,NA,1,2,-1,-1,0,0
80,120,29,"RG148",2.337848,7.934958,"ヒバ",67.1,69.5,"","",20081112,20130926,"RG","E","",148,NA,NA,0,0,0,0,0,0
80,120,27,"RG149",1.365799,5.966006,"トチノキ",88.8,91.9,"","",20081112,20130926,"RG","E","",149,NA,NA,0,0,0,0,0,0
80,120,26,"RG150",0.267895,3.759639,"ハリギリ",195,199.5,"","",20081112,20130926,"RG","E","",150,NA,NA,0,0,0,0,0,0
80,120,25,"RG151",0.678443,3.009212,"ヒバ",70,72.2,"","",20081112,20130926,"RG","E","",151,NA,NA,0,0,0,0,0,0
80,120,24,"RG152",1.129112,1.147685,"ハリギリ",195.9,203.9,"","",20081112,20130926,"RG","E","",152,NA,NA,0,0,0,0,0,0
80,120,23,"RG153",3.285554,1.053659,"ヒバ",44.8,45.8,"先枯れ","",20081112,20130926,"RG","E","",153,NA,NA,0,0,0,0,0,0
80,120,19,"RG154",6.602241,4.407598,"ヒバ",48,51.6,"","",20081112,20130926,"RG","E","RD770",154,NA,NA,0,0,0,0,0,0
80,120,15,"RG155",8.30735,6.851033,"アカイタヤ",156.5,155.9,"","",20081112,20130926,"RG","E","RD769",155,NA,NA,0,0,0,0,0,0
80,120,18,"E 18",8.906022,5.031037,"ヒバ",62.8,NA,"下敷き根返り生存","→枯れ",20081112,20130926,"","E","",NA,NA,NA,0,1,0,0,0,0
80,120,22,"E 22",7.830708,0.358652,"トチノキ",63.8,NA,"","→立枯れ",20081112,20130926,"","E","",NA,NA,NA,0,1,0,0,0,0
10,125,234,"RG  1",0.539946,4.142114,"ヒバ",121.7,123,"","",20081112,20130926,"RG","E","",1,NA,NA,0,0,0,0,0,0
10,125,200.03,"RG  2",3.157883655,4.373416477,"リョウブ",11.1,16.6,"","",20081112,20130926,"RG","E","PC404",2,NA,NA,0,0,-1,1,0,0
10,125,200.05,"RG  3",5.276732676,5.449902176,"サワグルミ",16.8,30.3,"","",20081112,20130926,"RG","E","PC407　RA715",3,NA,NA,0,0,0,0,0,0
10,125,200.09,"RG  4",8.962881737,4.224078074,"ホオノキ",14,17.8,"","",20081112,20130926,"RG","E","PC424",4,NA,NA,0,0,-1,1,0,0
10,125,200.11,"RG  5",10.02277342,3.404481555,"ホオノキ",13.6,20.9,"","",20081112,20130926,"RG","E","PC428",5,NA,NA,0,0,-1,1,0,0
10,125,NA,"RG 21",9.49,2.06,"ホオノキ",7.2,11.5,"","",20081112,20130926,"RG","","PC666.1",21,NA,NA,0,0,-1,-1,0,0
10,125,NA,"RG 22",9.82,0.79,"トチノキ",3.8,11.4,"","",20081112,20130926,"RG","","PC667.1",22,NA,NA,0,0,-1,-1,0,0
10,125,200.66,"RG 23",7.122371527,3.201665697,"ホオノキ",15.5,21.9,"","",20081112,20130926,"RG","E","PC671",23,NA,NA,0,0,-1,1,0,0
10,125,NA,"RG 24",4.6,1.1,"リョウブ",7.2,9.2,"","",20081112,20130926,"RG","","PC695",24,NA,NA,0,0,-1,-1,0,0
20,125,200.12,"RG  6",0.022773419,3.404481555,"ホオノキ",25.9,31.6,"","",20081112,20130926,"RG","E","PC429",6,NA,NA,0,0,0,0,0,0
20,125,200.13,"RG  7",0.284831295,3.31933379,"ホオノキ",21.4,26.7,"","",20081112,20130926,"RG","E","PC430",7,NA,NA,0,0,0,0,0,0
20,125,200.14,"RG  8",2.392808236,4.220549987,"ホオノキ",10.9,10.9,"","",20081112,20130926,"RG","E","PC443",8,NA,NA,0,0,-1,-1,0,0
20,125,200.15,"RG  9",1.890413026,5.100092769,"ホオノキ",25.7,29.3,"","",20081112,20130926,"RG","E","PC444",9,NA,NA,0,0,0,0,0,0
20,125,200.16,"RG 10",3.821187401,4.786991182,"リョウブ",8,9.3,"","",20081112,20130926,"RG","E","PC449",10,NA,NA,0,0,-1,-1,0,0
20,125,200.18,"RG 11",4.884766369,4.246759798,"ホオノキ",23.1,28.5,"","",20081112,20130926,"RG","E","PC455",11,NA,NA,0,0,0,0,0,0
20,125,200.19,"RG 12",5.744518395,4.005861185,"ホオノキ",23.1,27,"","",20081112,20130926,"RG","E","PC456",12,NA,NA,0,0,0,0,0,0
20,125,200.74,"RG 13",4.465378634,2.834710116,"ホオノキ",11.7,11.9,"","",20081112,20130926,"RG","E","RC813",13,NA,NA,0,0,-1,-1,0,0
20,125,200.22,"RG 14",3.854663599,3.184467803,"ホオノキ",20.1,23.8,"","",20081112,20130926,"RG","E","PC460",14,NA,NA,0,0,0,0,0,0
20,125,200.23,"RG 15",4.183004822,2.660958681,"ホオノキ",11.7,12.6,"","",20081112,20130926,"RG","E","PC465",15,NA,NA,0,0,-1,-1,0,0
20,125,200.21,"RG 16",3.323424143,3.263454177,"ホオノキ",12.8,14.3,"","",20081112,20130926,"RG","E","PC459",16,NA,NA,0,0,-1,-1,0,0
20,125,200.64,"RG 17",2.81435067,1.665231945,"ホオノキ",16.7,20.1,"","",20081112,20130926,"RG","E","PC655",17,NA,NA,0,0,0,0,0,0
20,125,200.63,"RG 18",3.46142837,1.516656971,"リョウブ",8,10,"","",20081112,20130926,"RG","E","PC654",18,NA,NA,0,0,-1,-1,0,0
20,125,200.01,"RG 19",3.847008817,1.539277325,"ホオノキ",16.5,20.8,"","",20081112,20130926,"RG","E","RD284　G501",19,NA,NA,0,0,0,0,0,0
20,125,200.65,"RG 20",1.429873293,2.115112076,"ホオノキ",10.5,11.3,"","",20081112,20130926,"RG","E","PC660",20,NA,NA,0,0,-1,-1,0,0
20,125,200.6,"RG 55",4.890035544,0.920887869,"リョウブ",8.6,10.2,"","",20081112,20130926,"RG","E","PC633",55,NA,NA,0,0,-1,-1,0,0
20,125,200.59,"RG 56",5.463345659,0.222940433,"リョウブ",11.5,15,"","",20081112,20130926,"RG","E","PC632",56,NA,NA,0,0,-1,-1,0,0
20,125,200.61,"RG 57",5.661035735,0.136312375,"ノリウツギ",11.1,10.1,"","",20081112,20130926,"RG","E","PC634",57,NA,NA,0,0,-1,-1,0,0
20,125,NA,"RG 58",7.2,0.3,"リョウブ",6.9,10.4,"","",20081112,20130926,"RG","","PC624",58,NA,NA,0,0,-1,-1,0,0
20,125,NA,"RG 59",8,0.1,"ハクウンボク",6,10.5,"","",20081112,20130926,"RG","","G132",59,NA,NA,0,0,-1,-1,0,0
20,125,200.56,"RG 69",8.320261309,1.749719436,"リョウブ",15.2,18.1,"","",20081112,20130926,"RG","E","PC603",69,NA,NA,0,0,-1,1,0,0
20,125,200.53,"RG 69.1",8.606270701,3.308800097,"リョウブ",9.5,11.2,"","",20081112,20130926,"RG","E","PC592",69.1,NA,NA,0,0,-1,-1,0,0
20,125,200.55,"RG 70",7.048029438,2.085838842,"リョウブ",12.4,15.4,"","",20081112,20130926,"RG","E","PC597",70,NA,NA,0,0,-1,-1,0,0
20,125,200.54,"RG 71",7.732742688,1.840866597,"リョウブ",9,10.2,"","",20081112,20130926,"RG","E","PC596",71,NA,NA,0,0,-1,-1,0,0
20,125,200.7,"RG 72",6.9,1.8,"リョウブ",8.4,8.8,"","",20081112,20130926,"RG","E","PC790",72,NA,NA,0,0,-1,-1,0,0
20,125,200.58,"RG 73",5.793614735,1.749719436,"ホオノキ",22.4,27.7,"","",20081112,20130926,"RG","E","PC628",73,NA,NA,0,0,0,0,0,0
20,125,200.24,"RG 74",5.628624212,3.012482281,"ホオノキ",16.7,22.7,"","",20081112,20130926,"RG","E","PC471",74,NA,NA,0,0,0,0,0,0
20,125,200.2,"RG 75",5.791776893,4.318201941,"ハクウンボク",10.8,14.7,"","",20081112,20130926,"RG","E","PC457",75,NA,NA,0,0,-1,-1,0,0
20,125,200.26,"RG 76",6.489434572,4.540500371,"リョウブ",11.2,11.4,"","",20081112,20130926,"RG","E","PC476",76,NA,NA,0,0,-1,-1,0,0
20,125,200.4,"RG 77",8.354365408,4.126622867,"ホオノキ",11,14.7,"","",20081112,20130926,"RG","E","PC515.1",77,NA,NA,0,0,-1,-1,0,0
20,125,200.39,"RG 78",6.959404002,5.041806768,"リョウブ",8.8,10.4,"","",20081112,20130926,"RG","E","PC515",78,NA,NA,0,0,-1,-1,0,0
20,125,200.41,"RG 79",7.755355219,4.570784015,"ホオノキ",13,16.5,"","",20081112,20130926,"RG","E","PC516",79,NA,NA,0,0,-1,1,0,0
20,125,200.27,"RG 80",6.235803274,4.896054376,"リョウブ",12.6,13.5,"","",20081112,20130926,"RG","E","PC479",80,NA,NA,0,0,-1,-1,0,0
20,125,200.43,"RG 81",8.89469789,4.302303542,"リョウブ",10.8,13.3,"","",20081112,20130926,"RG","E","PC518",81,NA,NA,0,0,-1,-1,0,0
20,125,200.42,"RG 82",8.237981709,4.245248337,"リョウブ",12.7,17.5,"","",20081112,20130926,"RG","E","PC517",82,NA,NA,0,0,-1,1,0,0
20,125,200.25,"E200.25",5.908122286,3.044518198,"リョウブ",7.7,NA,"","細い",20081112,20130926,"","E","PC472",NA,NA,NA,0,0,-1,-1,0,1
30,125,200.52,"RG 63",0.927068652,0.264793651,"ホオノキ",17.8,25.7,"","",20081112,20130926,"RG","E","PC582",63,NA,NA,0,0,0,0,0,0
30,125,NA,"RG 64",1.5,1,"ホオノキ",6.5,9,"","",20081112,20130926,"RG","","PC585",64,NA,NA,0,0,-1,-1,0,0
30,125,NA,"RG 65",2.2,1.5,"ホオノキ",6.8,9.6,"","",20081112,20130926,"RG","","PC587",65,NA,NA,0,0,-1,-1,0,0
30,125,198,"RG 66",2.613217,0.609597,"ホオノキ",132.5,133.4,"先枯れ　材ハゲ","",20081112,20130926,"RG","E","",66,NA,NA,0,0,0,0,0,0
30,125,NA,"RG 67",2.5,2.9,"リョウブ",6.4,11.6,"","",20081112,20130926,"RG","","PC528",67,NA,NA,0,0,-1,-1,0,0
30,125,NA,"RG 68",4.2,2,"リョウブ",7.3,10.2,"","",20081112,20130926,"RG","","PC529",68,NA,NA,0,0,-1,-1,0,0
30,125,200.45,"RG 83",1.202243674,4.439903857,"リョウブ",10.6,10.8,"","",20081112,20130926,"RG","E","PC524",83,NA,NA,0,0,-1,-1,0,0
30,125,200.44,"RG 84",1.08597301,4.163641908,"リョウブ",8.3,8.7,"","",20081112,20130926,"RG","E","PC522",84,NA,NA,0,0,-1,-1,0,0
30,125,NA,"RG 85",1.1,4.2,"リョウブ",6.8,8.6,"","",20081112,20130926,"RG","","PC521",85,NA,NA,0,0,-1,-1,0,0
30,125,200.46,"RG 86",1.564125388,4.309827761,"リョウブ",11.3,11.7,"","",20081112,20130926,"RG","E","PC525",86,NA,NA,0,0,-1,-1,0,0
30,125,200.48,"RG 87",3.993654877,3.983520169,"リョウブ",13.7,17.7,"","",20081112,20130926,"RG","E","PC531",87,NA,NA,0,0,-1,1,0,0
30,125,200.47,"RG 88",4.513988246,4.752384834,"リョウブ",10.6,11.9,"","",20081112,20130926,"RG","E","PC530",88,NA,NA,0,0,-1,-1,0,0
30,125,167,"RG 89",7.229216,2.197191,"トチノキ",128.8,127.4,"下枝1本のみ","材ハゲ",20081112,20130926,"RG","E","",89,NA,NA,0,0,0,0,0,0
30,125,165,"RG 90",8.493296,2.767197,"サワグルミ",61.6,64.6,"","",20081112,20130926,"RG","E","",90,NA,NA,0,0,0,0,0,0
30,125,169,"RG 91",8.357029,2.008093,"トチノキ",73.7,80.1,"","",20081112,20130926,"RG","E","",91,NA,NA,0,0,0,0,0,0
30,125,170,"RG 92",8.009541,1.055286,"トチノキ",49.8,55.2,"","",20081112,20130926,"RG","E","",92,NA,NA,0,0,0,0,0,0
40,125,164,"RG 97",0.229537,1.465635,"アカイタヤ",62.5,62.8,"下枝のみ","材ハゲ",20081112,20130926,"RG","E","",97,NA,NA,0,0,0,0,0,0
40,125,160,"RG 98",0.383326,3.04577,"ノリウツギ",67.9,71.3,"","",20081112,20130926,"RG","E","",98,NA,NA,0,0,0,0,0,0
40,125,161,"RG 99",0.616868,2.508661,"トチノキ",66.7,73.5,"","",20081112,20130926,"RG","E","",99,NA,NA,0,0,0,0,0,0
40,125,162,"RG100",1.61397,1.824502,"サワグルミ",111.7,113.8,"","",20081112,20130926,"RG","E","",100,NA,NA,0,0,0,0,0,0
40,125,NA,"RG101",2.7,3.43,"ヒバ",NA,13.2,"","RG100の北東2m",20081112,20130926,"RG","","",101,NA,NA,0,0,-1,-1,0,0
40,125,144,"RG112",8.987711484,0.617349223,"ヒバ",38.5,38.5,"","水平",20081112,20130926,"RG","E","PH480　WG393",112,NA,NA,0,0,0,0,0,0
50,125,139,"RG113",0.630787,2.13141,"ヒバ",90,89.5,"上1/3幹折れ生存","",20081112,20130926,"RG","E","",113,NA,NA,0,0,0,0,0,0
50,125,136,"RG114",2.099209,2.616488,"ヒバ",99.1,100.5,"","",20081112,20130926,"RG","E","",114,NA,NA,0,0,0,0,0,0
50,125,135,"RG115",2.956427,3.324981,"ヒバ",110.4,112.2,"","",20081112,20130926,"RG","E","",115,NA,NA,0,0,0,0,0,0
50,125,109,"RG116",4.860505,2.693147,"ハクウンボク",60.1,60.5,"","",20081112,20130926,"RG","E","WG391",116,NA,NA,0,0,0,0,0,0
50,125,107,"RG117",6.814084,3.385562,"ヒバ",48.4,49.6,"","",20081112,20130926,"RG","E","WG390",117,NA,NA,0,0,0,0,0,0
50,125,106,"RG118",7.083727,3.450241,"トチノキカレ",52.3,53.8,"","",20081112,20130926,"RG","E","WG389",118,NA,NA,0,0,0,0,0,0
50,125,105,"RG119",7.991575,3.974433,"トチノキ",99.5,103.9,"","",20081112,20130926,"RG","E","WG388",119,NA,NA,0,0,0,0,0,0
50,125,102,"RG121",9.345953,4.315174,"トチノキ",24.4,24.6,"","",20081112,20130926,"RG","E","WG386",120,NA,NA,0,0,0,0,0,0
50,125,103,"RG121",9.466854,4.434036,"ホオノキ",83.1,82.9,"","",20081112,20130926,"RG","E","WG387",121,NA,NA,0,0,0,0,0,0
60,125,85.1,"RG136",3.89,0.83,"ヒバ",16.5,16,"","→根元裂け倒伏生存",20081112,20130926,"RG","E","RD254",136,NA,NA,0,0,0,0,0,0
60,125,69,"RG139",9.0152,4.040569,"ミズナラ",162.5,164.3,"","",20081112,20130926,"RG","E","WG382",139,NA,NA,0,0,0,0,0,0
70,125,68,"RG140",1.363226,4.212948,"ミズナラ",199.9,204.8,"","",20081112,20130926,"RG","E","",140,NA,NA,0,0,0,0,0,0
70,125,35,"RG141",2.57863,0.548777,"ヒバ",19.8,21,"","",20081112,20130926,"RG","E","",141,NA,NA,0,0,0,0,0,0
70,125,34,"142RG",2.678096,0.170373,"ヒバ",28.9,30.3,"","",20081112,20130926,"RG","E","",142,NA,NA,0,0,0,0,0,0
70,125,71,"E 71",1.664982,2.489395,"ハクウンボク",NA,NA,"立ち枯れ","",20081112,20130926,"","E","WG381",NA,NA,NA,1,2,-1,-1,0,0
80,125,30,"RG147",4.195563,0.651366,"トチノキ",79.8,83.8,"","",20081112,20130926,"RG","E","",147,NA,NA,0,0,0,0,0,0
80,125,8,"E  8",9.003564,4.643183,"ヒバ",NA,NA,"巻き添え　幹折れ2m枯","",20081112,20130926,"","E","",NA,NA,NA,1,2,-1,-1,0,0
80,125,12,"E 12",6.661031,3.282954,"ヒバ",NA,NA,"立ち枯れ","",20081112,20130926,"","E","",NA,NA,NA,1,2,-1,-1,0,0
