#/log,DATA CREATED,データ作成日,20180320,,,,,,,,,,
#/doc,DATA CREATER,データ作成者,西村尚之,,,,,,,,,,
#,DATA TITLE,データ名,Temporal Change in Tree Girth at Breast Height at Kiso-akasawa (KI-EC1).,,,,,,,,,,
#,SITE NAME,サイト名,木曽,,,,,,,,,,
#,PLOT NAME,調査区名,-,,,,,,,,,,
#,PLOT CODE,調査区コード,KI-EC1,,,,,,,,,,
#,PLOT SIZE,面積,1ha,,,,,,,,,,
#,PRAMETER DEFINITIONS,mesh_xcord,10ｍ方形区ｘ座標,,,,,,,,,,
#,,mesh_ｙcord,10ｍ方形区ｙ座標,,,,,,,,,,
#,,tag_no,幹タグ番号,,,,,,,,,,
#,,indv_no,個体タグ番号,,,,,,,,,,
#,,stem_xcord,幹のx座標（10m方形区内での座標）,,,,,,,,,,
#,,stem_ycord,幹のｙ座標（10m方形区内での座標）,,,,,,,,,,
#,,spc_japan,種名,,,,,,,,,,
#,,gbh,胸高周囲長〔cm〕,,,,,,,,,,
#,,note,備考,,,,,,,,,,
#,,s_data,調査日,,,,,,,,,,
#/note,,gbh（t+1）-gbh(t)>6　もしくは<−3は測定間違いとする,,,,,,,,,,,
#/note,20090421,データ成形（石原）,,,,,,,,,,,
#,,タグNoの重複多数だったので、セルx座標_セルy座標_タグ番号に書き換えた。,,,,,,,,,,,
#,,異なるセルで同株の幹はなかったので、セルx座標_セルy座標_個体番号に書き換えた。,,,,,,,,,,,
#,,100_30_593が２個体あったので、ホオノキを100_30_592に変更,,,,,,,,,,,
#,20091020,"mesh_xcord(Moni1000)=mesh_xcord(origina)-10, mesh_ycord(Moni1000)=mesh_ycord(original)-10",,,,,,,,,,,
#,20171006,公開データのためのエラーチェック（日野）,,,,,,,,,,,
#,,note_13に「G08測定ミス」「G08過大」と書かれている幹個体のgbh08の計測値の前にndを入力,,,,,,,,,,,
#,,,,,,,,,,,,,
#,,,,,,,,,,,,,
#,,,,,,,,,,,,,
#/data,,,,,,,,,,,,,
"mesh_xcord","mesh_ycord","tag_no","indv_no","stem_xcord","stem_ycord","spc_japan","gbh08","gbh13","note08","note13","s_date08","s_date13","新ID","dl08","dl13","rec08","rec13","error08","error13"
70,40,"wG29","WG29",2.4,9.9,"サワラ",29.8,29.5,NA,"G08過大",39686,41509,"nWA676",0,0,0,0,1,0
70,50,"70","70",7.1,2.9,"ホオノキ",61.4,64.3,NA,NA,39686,41509,"nWA681",0,0,0,0,0,0
70,50,"wG238","WG238",7.9,3.7,"ホオノキ",32.1,32.3,NA,NA,39686,41509,"nWA682",0,0,0,0,0,0
70,50,"wG237","WG237",9.4,3.9,"ホオノキ",41.9,43.1,NA,NA,39686,41509,"nWA683",0,0,0,0,0,0
70,50,"J376","YJ376",9.5,4.2,"サワラ",17,17.3,NA,NA,39686,41509,"nWA684",0,0,0,0,0,0
70,50,"73","73",6.4,6.5,"ミズナラ",45.6,47,NA,NA,39686,41509,"nWA680",0,0,0,0,0,0
70,50,"809","809",0.8,6.8,"コミネカエデ",43,45.4,NA,NA,39686,41509,"nWA678",0,0,0,0,0,0
70,50,"809","WG31",0.8,6.8,"コミネカエデ",28.8,29.3,NA,NA,39686,41509,"nWA679",0,0,0,0,0,0
70,50,"74","74",7.4,8.1,"アオハダ",27.1,27.6,NA,NA,39686,41509,"nWA685",0,0,0,0,0,0
70,60,"811","811",3,0.6,"ヒノキ",217,216,NA,"G08過大",39686,41509,"nWA692",0,0,0,0,1,0
70,60,"76","76",8,0.6,"ミズナラ",28,28.2,NA,NA,39686,41509,"nWA688",0,0,0,0,0,0
70,60,"75","75",6.3,0.8,"アスナロ",37.5,39,NA,NA,39686,41509,"nWA689",0,0,0,0,0,0
70,60,"814","814",1,1.4,"シロモジ",18,NA,NA,"立枯",39686,41509,"",0,1,0,0,0,0
70,60,"814","815",1,1.4,"シロモジ",16.8,NA,NA,"立枯",39686,41509,"",0,1,0,0,0,0
70,60,"813","813",2,1.6,"シロモジ",17.6,17.8,NA,NA,39686,41509,"nWA693",0,0,0,0,0,0
70,60,"wG243","WG243",8.6,2.6,"ホオノキ",48.5,49.6,NA,NA,39686,41509,"nWA686",0,0,0,0,0,0
70,60,"J380","YJ380",9.7,3.2,"コミネカエデ",22.5,22.7,"樹種 コミネでOK",NA,39686,41509,"nWA687",0,0,0,0,0,0
70,60,"79","79",6.6,4,"ヒノキ",169.4,173.8,NA,NA,39686,41509,"nWA690",0,0,0,0,0,0
70,60,"816","816",2.1,4.5,"アスナロ",78,80.4,NA,NA,39686,41509,"nWA694",0,0,0,0,0,0
70,60,"80","80",7.6,6.9,"ヒノキ",176,177,NA,NA,39686,41509,"nWA697",0,0,0,0,0,0
70,60,"J381","YJ381",9.3,7.8,"シロモジ",20,19.6,NA,"傾き",39686,41509,"nWA695",0,0,0,0,0,0
70,60,"J381","YJ382",9.3,7.8,"シロモジ",16,NA,NA,"立枯",39686,41509,"",0,1,0,0,0,0
70,60,"J381","YJ383",9.3,7.8,"シロモジ",16.4,NA,NA,"立枯",39686,41509,"",0,1,0,0,0,0
70,60,"818","818",4.3,9,"ヒノキ",183.9,189.7,NA,NA,39686,41509,"nWA691",0,0,0,0,0,0
70,60,"821","821",3.2,9.5,"サワラ",47.2,47.2,NA,NA,39686,41509,"nWA698",0,0,0,0,0,0
70,70,"wG248","WG248",9.9,0.5,"ホオノキ",49.5,54.9,NA,NA,39686,41510,"nWA696",0,0,0,0,0,0
70,70,"823","823",2.3,0.8,"ヒノキ",20.3,20.2,"先折",NA,39686,41510,"nWA699",0,0,0,0,0,0
70,70,"827","827",0.2,4,"マルバノキ",16.6,NA,NA,"立枯",39686,41510,"",0,1,0,0,0,0
70,70,"832","832",3,6.1,"ヒノキ",154,156.8,NA,NA,39686,41510,"nWA700",0,0,0,0,0,0
70,70,"89","WG250",9.3,6.2,"シロモジ",15.4,NA,NA,"立枯",39686,41510,"",0,1,-1,-1,0,0
70,70,"89","89",9.3,6.2,"シロモジ",18.8,19.2,NA,NA,39686,41510,"nWA705",0,0,0,0,0,0
70,70,"wG301","WG302",7.7,7.2,"シロモジ",20.2,20.2,NA,NA,39686,41510,"nWA702",0,0,0,0,0,0
70,70,"wG301","YJ385",7.7,7.2,"シロモジ",16.7,16.7,NA,NA,39686,41510,"nWA703",0,0,0,0,0,0
70,70,"wG301","WG301",7.7,7.2,"シロモジ",24.1,24.3,NA,NA,39686,41510,"nWA704",0,0,0,0,0,0
70,70,"92","92",9.2,8.2,"ヒノキ",276,277.6,"2mの位置を測る",NA,39686,41510,"nWA706",0,0,0,0,0,0
70,70,"wG32","WG32",1.4,9.4,"ヒノキ",28.6,29,NA,NA,39686,41510,"nWA701",0,0,0,0,0,0
70,70,"94","94",8.8,9.4,"マルバノキ",19.6,NA,"主幹枯れ、先枯","不明消失",39686,41510,"",0,1,0,0,0,0
70,80,"869","869",3.1,1.2,"サワラ",30.4,30.6,NA,NA,39686,41510,"nWA715",0,0,0,0,0,0
70,80,"wG303","WG303",6.1,2.2,"サワラ",51.9,51.4,NA,"G08測定ミス",39686,41510,"nWA716",0,0,0,0,1,0
70,80,"wG305","WG305",7.4,6.3,"アオハダ",15.8,16.3,NA,NA,39686,41510,"nWA718",0,0,0,0,0,0
70,80,"wG304","WG304",6.8,6.3,"アオハダ",25.2,26,NA,NA,39686,41510,"nWA717",0,0,0,0,0,0
70,80,"872","872",5.4,7.8,"ホオノキ",27.5,28.4,NA,NA,39686,41510,"nWA719",0,0,0,0,0,0
70,80,"wG306","WG306",9.1,9,"アオハダ",22.2,23.5,NA,NA,39686,41510,"nWA720",0,0,0,0,0,0
70,80,"871","871",2.4,9.2,"アスナロ",131.8,134.8,NA,NA,39686,41510,"nWA721",0,0,0,0,0,0
70,90,"873","873",5,0.2,"ヒノキ",157,159.9,NA,NA,39686,41510,"nWA722",0,0,0,0,0,0
70,90,"J388","YJ388",6.4,0.8,"ホオノキ",26,26.4,NA,NA,39686,41510,"nWA723",0,0,0,0,0,0
70,90,"874","874",5.1,1.4,"ホオノキ",18.1,NA,NA,"立枯",39686,41510,"",0,1,0,0,0,0
70,90,"875","875",1.2,4.2,"ヒノキ",124.1,129.2,NA,NA,39686,41510,"nWA724",0,0,0,0,0,0
70,90,"wG307","WG307",8.2,4.7,"ホオノキ",24.4,24.6,NA,NA,39686,41510,"nWA725",0,0,0,0,0,0
70,90,"wG34","WG34",0.7,5.3,"アオハダ",17.7,20.5,NA,NA,39686,41510,"nWA726",0,0,0,0,0,0
70,90,"J389","YJ389",6.3,7,"アスナロ",26.4,20.6,NA,"測定位置変更",39686,41510,"nWA730",0,0,0,0,0,0
70,90,"878","878",2.7,7.1,"ヒノキ",131,132.6,NA,NA,39686,41510,"nWA727",0,0,0,0,0,0
70,90,"879","879",1.1,8.7,"アスナロ",29.2,29.1,NA,NA,39686,41510,"nWA728",0,0,0,0,0,0
70,90,"141","141",9.7,9.4,"アスナロ",23.2,24.2,"ナナメ",NA,39686,41510,"nWA731",0,0,0,0,0,0
70,90,"880","880",0.7,9.8,"アスナロ",34.3,35.1,NA,NA,39686,41510,"nWA729",0,0,0,0,0,0
80,0,"28","28",2.4,0.2,"アスナロ",27.2,26,NA,"G08過大",39686,41509,"nWA633",0,0,0,0,1,0
80,0,"273","273",9.7,0.3,"コミネカエデ",20.7,21,NA,NA,39686,41509,"nWA635",0,0,0,0,0,0
80,0,"26","26",1.8,0.4,"アスナロ",34,34.8,NA,NA,39686,41509,"nWA631",0,0,0,0,0,0
80,0,"27","27",2.2,0.5,"アスナロ",25.8,27.5,NA,NA,39686,41509,"nWA632",0,0,0,0,0,0
80,0,"29","29",4,1.3,"ホオノキ",34.5,34.5,NA,NA,39686,41509,"nWA634",0,0,0,0,0,0
80,0,"274","274",9.8,1.8,"ホオノキ",35.7,35.8,NA,NA,39686,41509,"nWA736",0,0,0,0,0,0
80,0,"275","275",9.7,3.3,"ホオノキ",22.6,NA,NA,"立枯",39686,41509,"",0,1,0,0,0,0
80,0,"wG611","WG611",7.8,3.8,"ホオノキ",56.6,59,NA,NA,39686,41509,"nWA737",0,0,0,0,0,0
80,0,"wG617","WG617",9.1,7.7,"ホオノキ",25.4,25.6,NA,NA,39686,41509,"nWA738",0,0,0,0,0,0
80,0,"992","992",0,7.8,"シロモジ",22.2,22.4,NA,NA,39686,41509,"nWA739",0,0,0,0,0,0
80,0,"992","YB349",0,7.8,"シロモジ",16.4,NA,NA,"立枯",39686,41509,"",0,1,0,0,0,0
80,0,"992","993",0,7.8,"シロモジ",19,NA,NA,"立枯",39686,41509,"",0,1,0,0,0,0
80,0,"32","32",1.8,8.1,"シロモジ",19.4,NA,NA,"立枯",39686,41509,"",0,1,0,0,0,0
80,10,"279","279",7.4,0.3,"ヒノキ",164.8,167,NA,NA,39686,41509,"nWA741",0,0,0,0,0,0
80,10,"281","281",6.2,0.7,"シロモジ",21,NA,NA,"立枯",39686,41509,"",0,1,0,0,0,0
80,10,"34","34",4,1,"アスナロ",21.7,21.6,NA,NA,39686,41509,"nWA740",0,0,0,0,0,0
80,10,"wG619","WG618",9.5,2.5,"タムシバ",20.4,20.3,NA,NA,39686,41509,"nWA742",0,0,0,0,0,0
80,10,"wG619","WG619",9.5,2.5,"タムシバ",28.2,29.7,NA,NA,39686,41509,"nWA743",0,0,0,0,0,0
80,10,"J448","YJ448",4.7,2.9,"アスナロ",19.7,20.3,NA,NA,39686,41509,"nWA746",0,0,0,0,0,0
80,10,"J449","YJ449",3.8,2.9,"シロモジ",22.7,23,NA,NA,39686,41509,"nWA745",0,0,0,0,0,0
80,10,"J449","YJ450",3.8,2.9,"シロモジ",19.3,NA,NA,"立枯",39686,41509,"",0,1,0,0,0,0
80,10,"wG620","WG620",9.9,3.5,"ホオノキ",25.5,27.3,NA,NA,39686,41509,"nWA744",0,0,0,0,0,0
80,10,"35","35",0,4.2,"アスナロ",24.6,25.5,NA,NA,39686,41509,"nWA747",0,0,0,0,0,0
80,10,"36","36",1.2,4.4,"アスナロ",20,20,NA,NA,39686,41509,"nWA748",0,0,0,0,0,0
80,10,"37","37",0.7,5.4,"ヒノキ",237.5,238.5,NA,NA,39686,41509,"nWA749",0,0,0,0,0,0
80,10,"B358","YB358",4.2,6.6,"アオハダ",22.5,23.5,NA,NA,39686,41509,"nWA750",0,0,0,0,0,0
80,10,"38","38",0.9,8.6,"ヒノキ",243.4,245,NA,NA,39686,41509,"nWA751",0,0,0,0,0,0
80,10,"wG624","WG624",8.9,8.9,"シロモジ",19.3,NA,NA,"立枯",39686,41509,"",0,1,0,0,0,0
80,10,"B359","YB359",2.4,9.1,"ホオノキ",16.3,NA,NA,"立枯",39686,41509,"",0,1,0,0,0,0
80,10,"43","43",0,9.8,"アスナロ",22.5,22.2,NA,"G08過大",39686,41509,"nWA752",0,0,0,0,1,0
80,20,"39","39",4.8,0,"アオハダ",32.7,33.9,NA,NA,39686,41509,"nWA753",0,0,0,0,0,0
80,20,"wG625","WG626",6.2,0.4,"ホオノキ",32.5,32.5,"二又",NA,39686,41509,"nWA755",0,0,0,0,0,0
80,20,"wG625","WG625",6.2,0.4,"ホオノキ",29.1,28.6,"二又","G08過大",39686,41509,"nWA754",0,0,0,0,1,0
80,20,"40","40",4.2,1.2,"ホオノキ",37.5,38.5,NA,NA,39686,41509,"nWA756",0,0,0,0,0,0
80,20,"wG218","WG217",2.4,1.2,"アオハダ",16.8,17.2,NA,NA,39686,41509,"nWA758",0,0,0,0,0,0
80,20,"wG218","WG218",2.4,1.2,"アオハダ",24.4,24.5,NA,NA,39686,41509,"nWA757",0,0,0,0,0,0
80,20,"B367","YB367",6.5,1.5,"ホオノキ",20.7,20.9,NA,NA,39686,41509,"nWA759",0,0,0,0,0,0
80,20,"wG627","WG627",9.5,2.7,"ヒノキ",209.3,211.5,NA,NA,39686,41509,"nWA760",0,0,0,0,0,0
80,20,"44","44",2,6.7,"サワラ",39.4,39,NA,"G08過大",39686,41509,"nWA761",0,0,0,0,1,0
80,20,"wG635","WG635",6.8,7.4,"ヒノキ",215.6,234,"←測位320cm、周囲200.6cm(測位350cm)","320cmで測定できない",39686,41509,"nWA767",0,0,0,0,0,0
80,20,"45","45",1.8,7.6,"アスナロ",20.7,20.9,NA,NA,39686,41509,"nWA763",0,0,0,0,0,0
80,20,"52","52",1.8,8,"アスナロ",64.4,66,NA,NA,39686,41509,"nWA764",0,0,0,0,0,0
80,20,"wG221","WG221",4.1,8.2,"ホオノキ",48,51.1,NA,NA,39686,41509,"nWA766",0,0,0,0,0,0
80,20,"wG220","WG220",4.3,8.8,"ホオノキ",21.4,21.6,NA,NA,39686,41509,"nWA765",0,0,0,0,0,0
80,20,"wG634","WG633",8.6,9,"シロモジ",15.1,NA,"295、296と同株","立枯",39686,41509,"",0,1,-1,-1,0,0
80,20,"wG634","WG634",8.6,9,"シロモジ",15.6,NA,"295、296と同株","立枯",39686,41509,"",0,1,-1,-1,0,0
80,30,"wG219","WG219",1.1,0.6,"ホオノキ",54.9,58.5,NA,NA,39686,41509,"nWA768",0,0,0,0,0,0
80,30,"J444","YJ444",4.6,3,"ホオノキ",31.4,34.1,NA,NA,39686,41509,"nWA769",0,0,0,0,0,0
80,30,"303","303",9.2,3.6,"アスナロ",60.7,62.8,NA,NA,39686,41509,"nWA770",0,0,0,0,0,0
80,30,"wG640","WG640",6.3,6.6,"リョウブ",23.3,23.6,NA,NA,39686,41509,"nWA771",0,0,0,0,0,0
80,30,"307","307",7.7,8.1,"ヒノキ",207.3,210.3,NA,NA,39686,41509,"nWA773",0,0,0,0,0,0
80,30,"wG641","WG641",5.4,9.3,"ホオノキ",43.7,46.4,NA,NA,39686,41509,"nWA772",0,0,0,0,0,0
80,40,"312","312",6.8,0,"サワラ",20,20,NA,NA,39686,41509,"nWA774",0,0,0,0,0,0
80,40,"wG642","WG642",8.9,0.5,"ヒナウチワカエデ",24.4,24,"葉柄に無毛を確認（標本採取）","G08過大，葉柄無毛",39686,41509,"nWA775",0,0,0,0,1,0
80,40,"wG222","WG222",3.8,1.4,"ホオノキ",26.8,27,NA,NA,39686,41509,"nWA777",0,0,0,0,0,0
80,40,"wG223","WG223",4.3,1.6,"ホオノキ",42.9,44.1,NA,NA,39686,41509,"nWA776",0,0,0,0,0,0
80,40,"wG224","WG224",1,2.8,"ホオノキ",35.9,36.5,NA,NA,39686,41509,"nWA778",0,0,0,0,0,0
80,40,"wG228","WG228",1.8,4.6,"ホオノキ",33.8,35,NA,NA,39686,41509,"nWA779",0,0,0,0,0,0
80,40,"wG229","WG229",4.2,6,"ホオノキ",25.7,26,NA,NA,39686,41509,"nWA780",0,0,0,0,0,0
80,40,"wG230","WG230",0.6,6.7,"ホオノキ",39,41.1,NA,NA,39686,41509,"nWA781",0,0,0,0,0,0
80,40,"wG231","WG231",0.3,6.9,"ホオノキ",20.6,20.6,NA,NA,39686,41509,"nWA782",0,0,0,0,0,0
80,40,"wG232","WG232",2.1,7.3,"ホオノキ",40.5,42.5,NA,NA,39686,41509,"nWA783",0,0,0,0,0,0
80,40,"345","345",7,7.7,"アスナロ",69.9,72.4,NA,NA,39686,41509,"nWA784",0,0,0,0,0,0
80,40,"wG645","WG645",7,8.4,"ヒナウチワカエデ",17.5,17.3,"葉柄に無毛を確認（標本採取）","葉柄無毛",39686,41509,"nWA785",0,0,0,0,0,0
80,40,"347","347",9.4,9.2,"アスナロ",16.5,16.7,NA,NA,39686,41509,"nWA787",0,0,0,0,0,0
80,40,"348","348",8.6,9.6,"アスナロ",56.4,57.4,NA,NA,39686,41509,"nWA786",0,0,0,0,0,0
80,50,"wG646","WG646",6.6,0.7,"ホオノキ",20.2,20.4,NA,NA,39686,41509,"nWA788",0,0,0,0,0,0
80,50,"wG233","WG233",3.8,1.6,"アオハダ",36.2,38.9,NA,NA,39686,41509,"nWA789",0,0,0,0,0,0
80,50,"wG233","WG234",3.8,1.6,"アオハダ",20.1,20.4,NA,NA,39686,41509,"nWA790",0,0,0,0,0,0
80,50,"350","350",9.3,2.1,"アスナロ",17.5,18.1,NA,"縮む",39686,41509,"nWA794",0,0,0,0,0,0
80,50,"355","355",8.1,2.5,"アスナロ",27.7,27.7,NA,NA,39686,41509,"nWA792",0,0,0,0,0,0
80,50,"351","351",9.3,2.6,"ヒノキ",109.3,121,NA,"G08測定ミス",39686,41509,"nWA795",0,0,0,0,1,0
80,50,"352","352",9.1,2.6,"アスナロ",35.5,35.9,NA,NA,39686,41509,"nWA791",0,0,0,0,0,0
80,50,"354","354",7.9,3.1,"ヒノキ",157.3,161.5,NA,NA,39686,41509,"nWA796",0,0,0,0,0,0
80,50,"353","353",9.5,3.2,"アスナロ",24.7,25.1,NA,NA,39686,41509,"nWA793",0,0,0,0,0,0
80,50,"wG236","WG236",1.6,3.7,"ヒノキ",231.5,232.5,NA,NA,39686,41509,"nWA801",0,0,0,0,0,0
80,50,"wG235","WG235",4.1,4.5,"ホオノキ",40,40.8,NA,NA,39686,41509,"nWA798",0,0,0,0,0,0
80,50,"wG648","WG648",7.9,4.9,"ホオノキ",53.4,57.8,NA,NA,39686,41509,"nWA797",0,0,0,0,0,0
80,50,"wG649","WG649",9.4,5.8,"ホオノキ",36.2,36,NA,NA,39686,41509,"nWA800",0,0,0,0,0,0
80,50,"wG647","WG647",5.7,6.2,"ホオノキ",70,75,NA,NA,39686,41509,"nWA799",0,0,0,0,0,0
80,50,"wG241","WG241",0.6,9.2,"ホオノキ",29.4,29.4,NA,NA,39686,41509,"nWA802",0,0,0,0,0,0
80,50,"wG242","WG242",0.6,9.8,"ホオノキ",39.5,40.5,NA,NA,39686,41509,"nWA803",0,0,0,0,0,0
80,60,"wG244","WG244",1.9,0.2,"ミズナラ",43.9,46.4,NA,NA,39686,41509,"nWA804",0,0,0,0,0,0
80,60,"wG245","WG245",3.7,0.9,"ミズナラ",43.2,45.3,NA,NA,39686,41509,"nWA805",0,0,0,0,0,0
80,60,"wG650","WG650",8.5,2.6,"アスナロ",68.8,72.1,NA,NA,39686,41509,"nWA806",0,0,0,0,0,0
80,60,"wG246","WG246",3.1,8,"ホオノキ",74.5,82.9,NA,NA,39686,41509,"nWA807",0,0,0,0,0,0
80,70,"wG651","WG651",5.7,3.8,"ホオノキ",51.6,57.1,NA,NA,39686,41510,"nWA808",0,0,0,0,0,0
80,70,"122","122",4,4.8,"アスナロ",41.2,42.4,NA,NA,39686,41510,"nWA809",0,0,0,0,0,0
80,70,"126","126",2.4,6.7,"アスナロ",21.6,21.6,NA,NA,39686,41510,"nWA810",0,0,0,0,0,0
80,70,"127","127",3,6.8,"アスナロ",17.5,18.2,NA,NA,39686,41510,"nWA811",0,0,0,0,0,0
80,70,"128","128",3.9,6.8,"アスナロ",27.2,27.7,"曲がる",NA,39686,41510,"nWA812",0,0,0,0,0,0
80,70,"wG247","WG247",2,6.9,"シロモジ",24,23.9,NA,NA,39686,41510,"nWA813",0,0,0,0,0,0
80,70,"382","382",6.4,7.2,"アスナロ",16.9,17.1,NA,NA,39686,41510,"nWA814",0,0,0,0,0,0
80,70,"wG249","WG249",0.8,8.4,"マルバノキ",15.8,NA,NA,"立枯",39686,41510,"",0,1,0,0,0,0
80,80,"150","150",1.6,0.3,"ヒノキ",156.5,159.4,NA,NA,39686,41510,"nWA815",0,0,0,0,0,0
80,80,"425","425",9.2,0.4,"アスナロ",32.8,36.8,NA,NA,39686,41510,"nWA816",0,0,0,0,0,0
80,80,"151","151",4.6,3.2,"マルバノキ",18.4,19,NA,NA,39686,41510,"nWA817",0,0,0,0,0,0
80,80,"154","154",2.8,4.3,"ヒノキ",147.2,149.9,"H:185cm測る",NA,39686,41510,"nWA818",0,0,0,0,0,0
80,80,"B366","YB366",5.6,4.9,"シロモジ",22,23,NA,NA,39686,41510,"nWA819",0,0,0,0,0,0
80,80,"428","428",6.4,5,"アスナロ",36,38.5,NA,NA,39686,41510,"nWA820",0,0,0,0,0,0
80,80,"427","427",7.6,5.1,"アスナロ",34.9,37.9,NA,NA,39686,41510,"nWA821",0,0,0,0,0,0
80,80,"429","429",9.5,7,"アスナロ",37.5,39.4,NA,NA,39686,41510,"nWA822",0,0,0,0,0,0
80,80,"wG652","WG652",5.8,7.2,"アスナロ",34.4,35.5,NA,NA,39686,41510,"nWA823",0,0,0,0,0,0
80,80,"155","155",1,7.4,"サワラ",20.7,20.7,NA,NA,39686,41510,"nWA826",0,0,0,0,0,0
80,80,"156","156",1.4,8.1,"サワラ",23.5,NA,"地上H:130を測る","立枯",39686,41510,"",0,1,0,0,0,0
80,80,"157","157",3.7,8.3,"アスナロ",46,47.1,NA,NA,39686,41510,"nWA824",0,0,0,0,0,0
80,80,"158","158",3.6,9.8,"ヒノキ",194.4,195.5,NA,NA,39686,41510,"nWA825",0,0,0,0,0,0
80,80,"wG653","WG653",6.3,9.9,"サワラ",26.7,26.2,NA,"縮む",39686,41510,"nWA828",0,0,0,0,0,0
80,90,"159","159",1.4,0.7,"アスナロ",43.5,45.5,NA,NA,39686,41510,"nWA827",0,0,0,0,0,0
80,90,"431","431",8.3,0.7,"アスナロ",34.9,36.4,NA,NA,39686,41510,"nWA829",0,0,0,0,0,0
80,90,"434","434",5.5,4.4,"アスナロ",22,22.3,NA,NA,39686,41510,"nWA830",0,0,0,0,0,0
80,90,"435","435",5.5,4.8,"サワラ",60.5,61,NA,NA,39686,41510,"nWA707",0,0,0,0,0,0
80,90,"wG654","WG654",6.9,6.4,"リョウブ",15.3,15.5,NA,NA,39686,41510,"nWA708",0,0,-1,-1,0,0
80,90,"161","161",1.2,6.6,"アスナロ",28.3,28.1,"ネル","縮む",39686,41510,"nWA709",0,0,0,0,0,0
80,90,"162","162",2.2,6.7,"アスナロ",50.4,51.5,NA,NA,39686,41510,"nWA710",0,0,0,0,0,0
80,90,"163","163",3.3,6.8,"アスナロ",25.5,25.5,NA,NA,39686,41510,"nWA711",0,0,0,0,0,0
80,90,"164","164",2.8,8.6,"アスナロ",39.4,40.3,NA,NA,39686,41510,"nWA712",0,0,0,0,0,0
80,90,"wG655","WG655",7.3,8.6,"サワラ",22.4,NA,NA,"立枯",39686,41510,"",0,1,0,0,0,0
80,90,"J433","YJ433",8.9,8.6,"コミネカエデ",23.2,23.8,NA,NA,39686,41510,"nWA714",0,0,0,0,0,0
80,90,"165","165",0.8,9.8,"アスナロ",24,24.6,NA,NA,39686,41510,"nWA713",0,0,0,0,0,0
90,0,"wG612","WG612",3.7,0.5,"ホオノキ",34,34.2,NA,NA,39686,41510,"nWA831",0,0,0,0,0,0
90,0,"569","569",8.3,1.7,"タムシバ",25.2,24.9,NA,"測定位置でこぼこ",39686,41510,"nWA835",0,0,0,0,0,0
90,0,"570","570",5.9,2,"アスナロ",33.6,33.9,NA,NA,39686,41510,"nWA832",0,0,0,0,0,0
90,0,"wG613","WG613",3.6,2.5,"ホオノキ",56.4,59.5,NA,NA,39686,41510,"nWA833",0,0,0,0,0,0
90,0,"571","571",6.5,3.5,"アスナロ",58.4,60.4,NA,NA,39686,41510,"nWA834",0,0,0,0,0,0
90,0,"572","572",6.7,4,"ホオノキ",23.9,23.7,NA,NA,39686,41510,"nWA837",0,0,0,0,0,0
90,0,"wG281","WG281",9.6,4.4,"ミズナラ",21.5,21.6,NA,NA,39686,41510,"nWA836",0,0,0,0,0,0
90,0,"wG614","WG614",3.5,6.2,"ホオノキ",33,33.2,NA,NA,39686,41510,"nWA838",0,0,0,0,0,0
90,0,"wG616","WG616",1.6,8.2,"ホオノキ",19.1,NA,NA,"立枯",39686,41510,"",0,1,0,0,0,0
90,0,"wG615","WG615",4.2,8.4,"ホオノキ",42.7,45.1,NA,NA,39686,41510,"nWA839",0,0,0,0,0,0
90,10,"576","576",6.9,0.1,"アオハダ",20.4,20.6,NA,NA,39686,41510,"nWA840",0,0,0,0,0,0
90,10,"wG284","WG284",9,1.1,"ホオノキ",32.8,32.9,NA,NA,39686,41510,"nWA841",0,0,0,0,0,0
90,10,"wG622","WG622",2.4,1.2,"ホオノキ",31,30.9,NA,NA,39686,41510,"nWA843",0,0,0,0,0,0
90,10,"wG621","WG621",0.2,1.7,"アオダモ",15.7,16.3,NA,NA,39686,41510,"nWA844",0,0,0,0,0,0
90,10,"578","578",6.4,1.8,"ホオノキ",28.6,28.2,NA,"G08測定ミス",39686,41510,"nWA842",0,0,0,0,1,0
90,10,"579","579",8.6,2.8,"ホオノキ",22.3,22.2,NA,NA,39686,41510,"nWA846",0,0,0,0,0,0
90,10,"wG285","WG285",5.9,3.2,"ヒノキ",331.4,335.3,NA,NA,39686,41510,"nWA845",0,0,0,0,0,0
90,10,"582","582",7.1,3.5,"ホオノキ",18.3,18.2,NA,NA,39686,41510,"nWA847",0,0,0,0,0,0
90,10,"583","583",8.8,5.1,"ホオノキ",30.9,32.3,NA,NA,39686,41510,"nWA848",0,0,0,0,0,0
90,10,"wG623","WG623",2,7.7,"シロモジ",15.5,NA,"320と同株","立枯",39686,41510,"",0,1,-1,-1,0,0
90,10,"J447","YJ447",8.4,8.7,"アスナロ",17.9,19.1,NA,NA,39686,41510,"nWA850",0,0,0,0,0,0
90,10,"wG288","WG288",7.1,8.7,"アスナロ",15.8,16.6,NA,NA,39686,41510,"nWA849",0,0,0,0,0,0
90,20,"589","WG289",6.7,0.7,"シロモジ",15.4,15.2,"黄587と同株","傾く，縮む",39686,41510,"nWA853",0,0,-1,-1,0,0
90,20,"589","587",6.7,0.7,"シロモジ",18.9,NA,NA,"立枯",39686,41510,"",0,1,0,0,0,0
90,20,"589","589",6.7,0.7,"シロモジ",20.3,20.3,NA,NA,39686,41510,"nWA852",0,0,0,0,0,0
90,20,"322","322",4.4,1.2,"アスナロ",76,77.8,NA,NA,39686,41510,"nWA851",0,0,0,0,0,0
