#/log,DATA CREATED,データ作成日,20180320,,,,,,,,,,,
#/doc,DATA CREATER,データ作成者,大久保達弘,,,,,,,,,,,
#,DATA TITLE,データ名,Temporal Change in Tree Girth at Breast Height at Kaname Gawa (KK-DB1).,,,,,,,,,,,
#,SITE NAME,サイト名,金目川（小国町金目川在所平ブナ林）,,,,,,,,,,,
#,PLOT NAME,調査区名,-,,,,,,,,,,,
#,PLOT CODE,調査区コード,KK-DB1,,,,,,,,,,,
#,PLOT SIZE,面積,1ha,,,,,,,,,,,
#,PRAMETER DEFINITIONS,mesh_xcord,10ｍ方形区ｘ座標,,,,,,,,,,,
#,,mesh_ｙcord,10ｍ方形区ｙ座標,,,,,,,,,,,
#,,tag_no,幹タグ番号,,,,,,,,,,,
#,,indv_no,個体タグ番号,,,,,,,,,,,
#,,stem_xcord,幹のx座標（10m方形区内での座標）,,,,,,,,,,,
#,,stem_ycord,幹のｙ座標（10m方形区内での座標）,,,,,,,,,,,
#,,spc_japan,種名,,,,,,,,,,,
#,,gbh,胸高周囲長〔cm〕,,,,,,,,,,,
#,,note,備考,,,,,,,,,,,
#,,s_data,調査日,,,,,,,,,,,
#/note,,,,,,,,,,,,,,
#/log,20070501,Data of 2006 was arranged.,,,,,,,,,,,,
#,20171030,データ確認（日野貴文）,,,,,,,,,,,,
#,,セルが空白でnote15に倒木、立ち枯れとうの枯死が予測される記述がある個体→「d」を入力,,,,,,,,,,,,
#,,新規個体の前年までのセルが空白→「na」を入力,,,,,,,,,,,,
#,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,
#/data,,,,,,,,,,,,,,
"mesh_xcord","mesh_ycord","tag_no","indv_no","stem_xcord","stem_ycord","spc_japan","gbh10","gbh15","note10","note15","s_date10","s_date15","tag_no10","indv_no10","dl10","dl15","rec10","rec15","error10","error15"
50,90,15216,15216,8,5.7,"ミズキ",NA,18.3,"","",NA,20150902,NA,NA,0,0,-1,1,0,0
50,90,10436,10436,8,8.1,"ヤマグワ",26.8,NA,"タグ10436に変更","lost",20100818,20150902,10436,10436,0,1,0,0,0,0
50,90,50538,50538,4.3,3.2,"サワグルミ",28,23.5,"POM↑","",20100818,20150902,50538,50538,0,0,0,0,0,0
50,90,50539,50539,6.4,6,"テツカエデ",65.1,29.7,"POM↑","",20100818,20150902,50539,50539,0,0,0,0,0,0
50,90,50541,50541,9.2,10,"テツカエデ",40,37.3,"","",20100818,20150902,50541,50541,0,0,0,0,0,0
50,90,50542,50542,10,1.2,"トチノキ",76.7,85.4,"","",20100818,20150901,50542,50542,0,0,0,0,0,0
60,0,10277,10277,6.7,7.8,"コシアブラ",16.6,19,"","",20100819,20150901,10277,10277,0,0,0,0,0,0
60,0,10278,10278,6.7,6.8,"ブナ",16.4,17.9,"微害","",20100819,20150901,10278,10278,0,0,0,0,0,0
60,0,50655,50655,3.8,4.8,"コシアブラ",37.6,39,"","折れ、生きている",20100819,20150901,50655,50655,0,0,0,0,0,0
60,0,50656,50656,4.8,5.1,"コシアブラ",21.4,NA,"","sb",20100819,20150901,50656,50656,0,1,0,0,0,0
60,0,50658,50658,1.8,9,"コシアブラ",19.7,22,"","",20100819,20150901,50657,50657,0,0,0,0,0,0
60,0,50659,50659,5,9.3,"コシアブラ",37.6,NA,"","sb",20100819,20150901,50659,50659,0,1,0,0,0,0
60,0,50661,50661,7.7,7.8,"コシアブラ",29.2,NA,"","sb",20100819,20150901,50661,50661,0,1,0,0,0,0
60,0,50663,50663,5.3,0.4,"ブナ",178.3,186.9,"微害","",20100819,20150901,50663,50663,0,0,0,0,0,0
60,10,50666,50666,6.5,1.4,"ハウチワカエデ",NA,26.7,"","100102か",NA,20150901,NA,NA,0,0,-1,1,0,0
60,10,50664,50664,4.4,1.6,"ブナ",239.6,266.7,"中害","",20100819,20150901,50664,50664,0,0,0,0,0,0
60,10,50665,50665,6,8.7,"ブナ",307.8,317.7,"つるこみ、中害","つる込",20100819,20150901,50665,50665,0,0,0,0,0,0
60,10,100102,100102,7.3,1.8,"ハウチワカエデ",26.3,26.7,"100102　タグ付け替え","50666",20100819,20150901,100102,100102,0,0,0,0,0,0
60,10,50667,50667,6.8,1.8,"ハウチワカエデ",22,27.9,"","",20100819,20150901,50667,50667,0,0,0,0,0,0
60,10,50668,50668,7.5,1.2,"ハウチワカエデ",20,23.3,"","",20100819,20150901,50668,50668,0,0,0,0,0,0
60,20,10279,10279,6,9.7,"イタヤカエデ",31.1,32.4,"","座標違い(60.10)に変更",20100819,20150901,10279,10279,0,0,0,0,0,0
60,20,10280,10280,1,4.5,"テツカエデ",16.1,20.7,"","",20100819,20150901,10280,10280,0,0,0,0,0,0
60,20,50670,50670,7.8,8.9,"トチノキ",184,188.8,"タグ消失","",20100819,20150901,50670,50670,0,0,0,0,0,0
60,30,15251,50673,0.4,4.1,"ブナ",NA,15.7,"","",NA,20150901,NA,NA,0,0,-1,1,0,0
60,30,15252,15252,0.8,9.2,"テツカエデ",NA,18.5,"","",NA,20150901,NA,NA,0,0,-1,1,0,0
60,30,15253,15252,1,8.2,"テツカエデ",NA,15.4,"","",NA,20150901,NA,NA,0,0,-1,-1,0,0
60,30,15254,15254,1.2,5.1,"ブナ",NA,20.9,"","",NA,20150901,NA,NA,0,0,-1,1,0,0
60,30,15255,15254,1.2,5.1,"ブナ",NA,24.8,"","",NA,20150901,NA,NA,0,0,-1,1,0,0
60,30,15256,15256,6.4,2.5,"オオバクロモジ",NA,15.9,"","",NA,20150901,NA,NA,0,0,-1,1,0,0
60,30,50671,50671,4,1.2,"テツカエデ",30.4,35.5,"(60,30)-(4.0,1.2)に移動","",20100819,20150901,50671,50671,0,0,0,0,0,0
60,30,10281,50671,4,1.2,"テツカエデ",17.9,21.7,"","",20100819,20150901,10281,50671,0,0,0,0,0,0
60,30,10282,10282,5.5,7.5,"ウワミズザクラ",24.4,33.1,"","",20100819,20150901,10282,10282,0,0,0,0,0,0
60,30,10283,10283,5.5,7,"テツカエデ",18,25.8,"","",20100819,20150901,10283,10283,0,0,0,0,0,0
60,30,10284,10284,6,9.9,"テツカエデ",18,22.9,"","",20100819,20150901,10284,10284,0,0,0,0,0,0
60,30,10285,10284,6,9.9,"テツカエデ",20.5,30.8,"","",20100819,20150901,10285,10284,0,0,0,0,0,0
60,30,10286,10286,4,9.8,"テツカエデ",15.6,18.3,"","",20100819,20150901,10286,10286,0,0,-1,1,0,0
60,30,10287,10287,0.5,9.6,"テツカエデ",19.3,24.1,"","",20100819,20150901,10287,10287,0,0,0,0,0,0
60,30,50672,50672,3.8,5.3,"テツカエデ",21.1,26.6,"","",20100819,20150901,50672,50672,0,0,0,0,0,0
60,30,50673,50673,0.4,4.1,"ブナ",25.9,30.2,"微害","",20100819,20150901,50673,50673,0,0,0,0,0,0
60,30,50674,50674,0.7,5.2,"ブナ",32.6,38.7,"微害","",20100819,20150901,50674,50674,0,0,0,0,0,0
60,30,50675,50675,1,9.2,"テツカエデ",21.9,23.8,"","",20100819,20150901,50675,50675,0,0,0,0,0,0
60,30,50676,50676,0.5,9.6,"イタヤカエデ",NA,53.2,"lost","復活",20100819,20150901,50676,50676,0,0,0,0,1,0
60,30,50677,50677,3.2,9.8,"テツカエデ",26.1,26.8,"","",20100819,20150901,50677,50677,0,0,0,0,0,0
60,40,15257,15257,6.2,5.7,"テツカエデ",NA,21.9,"","",NA,20150901,NA,NA,0,0,-1,1,0,0
60,40,10288,10288,5.4,1.6,"イタヤカエデ",19.9,23.6,"復活・倒木の下敷","",20100819,20150901,10288,10288,0,0,0,0,0,0
60,40,10289,10289,5.4,1.7,"コシアブラ",37.4,NA,"復活・倒木の下敷","lost",20100819,20150901,10289,10289,0,1,0,0,0,0
60,40,10290,10290,6,5.4,"ハウチワカエデ",21.8,25.8,"","",20100819,20150901,10290,10290,0,0,0,0,0,0
60,40,10291,50685,3.8,8.2,"テツカエデ",15.2,20.2,"","",20100819,20150901,10291,50685,0,0,-1,1,0,0
60,40,50678,50678,1.7,2.2,"テツカエデ",35.1,58.6,"","",20100819,20150901,50678,50678,0,0,0,0,0,0
60,40,50679,50679,0.5,4.8,"ホオノキ",92.4,92.9,"","",20100819,20150901,50679,50679,0,0,0,0,0,0
60,40,50680,50680,1.7,6.9,"ヤマモミジ",45.7,49.2,"","",20100819,20150901,50680,50680,0,0,0,0,0,0
60,40,50681,50681,1.7,6.9,"ヤマモミジ",28.7,34,"","",20100819,20150901,50681,50681,0,0,0,0,0,0
60,40,50682,50682,2.7,8.4,"テツカエデ",31.9,32.1,"","",20100819,20150901,50682,50682,0,0,0,0,0,0
60,40,50683,50683,1.9,9.3,"ムシカリ",20.6,20.8,"","",20100819,20150901,50683,50683,0,0,0,0,0,0
60,40,50685,50685,3.8,8.2,"テツカエデ",49.7,62.1,"","",20100819,20150901,50685,50685,0,0,0,0,0,0
60,40,50686,50686,6.1,5.4,"テツカエデ",54.9,56,"","",20100819,20150901,50686,50686,0,0,0,0,0,0
60,50,15259,15259,8.3,4.5,"テツカエデ",NA,15,"","",NA,20150901,NA,NA,0,0,-1,-1,0,0
60,50,10292,10292,7.8,0.1,"コシアブラ",29.5,30.3,"","",20100819,20150901,10292,10292,0,0,0,0,0,0
60,50,50684,50684,0.1,0,"テツカエデ",24.2,24.5,"","",20100819,20150901,50684,50684,0,0,0,0,0,0
60,50,50688,50688,5,4.2,"ウワミズザクラ",47,51.2,"","",20100819,20150901,50688,50688,0,0,0,0,0,0
60,50,50689,50689,5.9,5.2,"ムシカリ",17,18.4,"","",20100819,20150901,50689,50689,0,0,0,0,0,0
60,50,50690,50690,6.9,5.6,"イタヤカエデ",71.3,85,"","タグ付け替え(15258)",20100819,20150901,50690,50690,0,0,0,0,0,0
60,50,50691,50691,2.6,9.2,"ウワミズザクラ",22,22.5,"","",20100819,20150901,50691,50691,0,0,0,0,0,0
60,50,10293,10293,7.4,8.5,"ブナ",20.4,21.7,"微害・タグつけ替え(10293)","",20100819,20150901,10293,10293,0,0,0,0,0,0
60,50,50693,50693,9.9,9,"トチノキ",73.4,76.5,"","",20100819,20150901,50693,50693,0,0,0,0,0,0
60,50,50694,50694,8.3,4,"アカイタヤ",21.9,23.2,"","",20100819,20150901,50694,50694,0,0,0,0,0,0
60,50,50695,50695,7.7,0.1,"コシアブラ",32.2,NA,"","lost",20100819,20150901,50695,50695,0,1,0,0,0,0
60,50,50697,50697,9.2,0.6,"コシアブラ",25.5,25.9,"","先折れ",20100819,20150901,50697,50697,0,0,0,0,0,0
60,60,50186,50186,1.8,0.2,"ブナ",66.6,75.7,"微害","",20100819,20150901,50186,50186,0,0,0,0,0,0
60,60,50187,50187,0.7,0.7,"ブナ",41.5,41.1,"微害","先折れ",20100819,20150901,50187,50187,0,0,0,0,0,0
60,60,50188,50188,4.6,0.8,"コシアブラ",36.5,NA,"","sb",20100819,20150901,50188,50188,0,1,0,0,0,0
60,60,50189,50189,0.9,4.8,"ブナ",340.5,344.3,"微害","",20100819,20150901,50189,50189,0,0,0,0,0,0
60,60,50190,50189,0.9,4.8,"ブナ",30.2,30.5,"微害","",20100819,20150901,50190,50189,0,0,0,0,0,0
60,60,50192,50189,0.9,4.8,"ブナ",25.6,26.5,"微害","",20100819,20150901,50192,50189,0,0,0,0,0,0
60,60,50193,50189,0.9,4.8,"ブナ",27.4,29.5,"微害","",20100819,20150901,50193,50189,0,0,0,0,0,0
60,60,50194,50194,1,8.2,"ブナ",19.9,20.4,"微害","折れているが生きている",20100819,20150901,50194,50194,0,0,0,0,0,0
60,60,50195,50195,0.7,9.9,"ブナ",21.7,24,"微害","",20100819,20150901,50195,50195,0,0,0,0,0,0
60,60,50196,50196,8.1,7.5,"サワグルミ",59,60.5,"","",20100819,20150901,50196,50196,0,0,0,0,0,0
60,60,50197,50197,7.8,3.6,"トチノキ",53.7,54.3,"","",20100819,20150901,50197,50197,0,0,0,0,0,0
60,60,50198,50198,8.1,5.8,"テツカエデ",16,NA,"","lost",20100819,20150901,50198,50198,0,1,0,0,0,0
60,70,10294,50199,0.5,1.6,"ホオノキ",22.8,30.8,"","",20100819,20150901,10294,50199,0,0,0,0,0,0
60,70,50199,50199,0.5,1.6,"ホオノキ",279,380.1,"","",20100819,20150901,50199,50199,0,0,0,0,0,0
60,70,50200,50199,0.5,1.6,"ホオノキ",16.5,17.6,"","",20100819,20150901,50200,50199,0,0,0,0,0,0
60,70,50801,50199,0.5,1.6,"ホオノキ",47.8,49.1,"","",20100819,20150901,50801,50199,0,0,0,0,0,0
60,70,50802,50199,0.5,1.6,"ホオノキ",34.5,35.4,"","",20100819,20150901,50802,50199,0,0,0,0,0,0
60,70,50803,50199,0.5,1.6,"ホオノキ",27.5,27.9,"","",20100819,20150901,50803,50199,0,0,0,0,0,0
60,70,50804,50199,0.5,1.6,"ホオノキ",26.7,27.4,"","",20100819,20150901,50804,50199,0,0,0,0,0,0
60,70,50805,50199,0.5,1.6,"ホオノキ",28.9,29.1,"","",20100819,20150901,50805,50199,0,0,0,0,0,0
60,70,50806,50199,0.5,1.6,"ホオノキ",32.3,35.8,"","",20100819,20150901,50806,50199,0,0,0,0,0,0
60,70,50807,50199,0.5,1.6,"ホオノキ",22.5,25.2,"","",20100819,20150901,50807,50199,0,0,0,0,0,0
60,70,50808,50199,0.5,1.6,"ホオノキ",23.8,30.7,"","タグ付け替え(15260)",20100819,20150901,50808,50199,0,0,0,0,0,0
60,70,50809,50809,5.3,5.9,"トチノキ",31,32.5,"","",20100819,20150901,50809,50809,0,0,0,0,0,0
60,70,50810,50810,8.5,4.3,"コシアブラ",31.3,33,"","",20100819,20150901,50810,50810,0,0,0,0,0,0
60,70,50811,50811,9.7,2.3,"ブナ",156.5,163.1,"微害","",20100819,20150901,50811,50811,0,0,0,0,0,0
60,80,10296,10296,2.5,7,"トチノキ",19.1,25.2,"","",20100819,20150901,10296,10296,0,0,0,0,0,0
60,80,50812,50812,1.5,1.1,"ヤマグワ",31,33.8,"","",20100819,20150901,50812,50812,0,0,0,0,0,0
60,80,50813,50812,1.5,1.1,"ヤマグワ",26.1,32,"","タグ付け替え(15263)",20100819,20150901,50813,50812,0,0,0,0,0,0
60,80,50815,50815,1.5,10,"ホオノキ",231.5,244,"","",20100819,20150901,50815,50815,0,0,0,0,0,0
60,80,50816,50815,1.7,10,"ホオノキ",36,36.5,"","",20100819,20150901,50816,50815,0,0,0,0,0,0
60,80,50817,50815,1.7,9.9,"ホオノキ",55.5,56.9,"","",20100819,20150901,50817,50815,0,0,0,0,0,0
60,80,50818,50818,7.5,2.5,"テツカエデ",32.6,37.4,"","",20100819,20150901,50818,50818,0,0,0,0,0,0
60,80,50819,50819,7.5,2.5,"テツカエデ",29.9,32.8,"","",20100819,20150901,50819,50819,0,0,0,0,0,0
60,80,50814,50814,0.3,9.9,"トチノキ",18.3,23.4,"タグNo.を50814に修正","",20100819,20150901,50814,50814,0,0,0,0,0,0
60,90,50820,50820,3.5,4.8,"イタヤカエデ",45.3,45.9,"","",20100819,20150901,50820,50820,0,0,0,0,0,0
60,90,50821,50821,6.4,5.4,"ブナ",252.3,267.5,"中害","",20100819,20150901,50821,50821,0,0,0,0,0,0
60,90,50822,50822,5.9,4.3,"ヤマグワ",19.7,23.5,"","",20100819,20150901,50822,50822,0,0,0,0,0,0
60,90,50823,50822,5.9,4.3,"ヤマグワ",22,22.4,"","",20100819,20150901,50823,50822,0,0,0,0,0,0
70,0,15264,15264,7.6,3.7,"コシアブラ",NA,17.5,"","",NA,20150902,NA,NA,0,0,-1,1,0,0
70,0,50393,50393,0.3,0.6,"コシアブラ",34.3,NA,"","sb",20100819,20150902,50393,50393,0,1,0,0,0,0
70,0,50394,50394,1.6,2.6,"ブナ",41.7,49.7,"無害","タグ打ち直し",20100819,20150902,50394,50394,0,0,0,0,0,0
70,0,50395,50395,1.6,2.6,"ブナ",22.1,23.7,"無害","タグ付け替え(15261)",20100819,20150902,50395,50395,0,0,0,0,0,0
70,0,50396,50396,1.6,2.6,"ブナ",24.5,26.6,"無害","タグ打ち直し",20100819,20150902,50396,50396,0,0,0,0,0,0
70,0,50397,50397,4.9,9.5,"コシアブラ",24.5,26.1,"","タグ打ち直し",20100819,20150902,50397,50397,0,0,0,0,0,0
70,0,50398,50398,6.7,8.4,"コシアブラ",34.1,36,"","タグ打ち直し",20100819,20150902,50398,50398,0,0,0,0,0,0
70,0,50399,50399,7.6,6.6,"ムシカリ",16.5,16.9,"","折れ、生存",20100819,20150902,50399,50399,0,0,0,0,0,0
70,0,50400,50400,6.9,6.6,"ムシカリ",17,NA,"","lost",20100819,20150902,50400,50400,0,1,0,0,0,0
70,10,15266,15266,7.7,1.8,"ウワミズザクラ",NA,27.4,"","",NA,20150902,NA,NA,0,0,-1,1,0,0
70,10,10468,10468,6,9.8,"ハウチワカエデ",18.4,24.1,"","(70,20)-(6.6,1.0)に変更",20100819,20150902,10468,10468,0,0,0,0,0,0
70,10,50601,50601,1.1,1.3,"ブナ",401,405.9,"微害","",20100819,20150902,50601,50601,0,0,0,0,0,0
70,10,50602,50602,10,5.8,"ブナ",77.2,82.5,"大害","タグ埋もれ、付け替え(15265)",20100819,20150902,50602,50602,0,0,0,0,0,0
70,10,50603,50603,3.8,2,"ムシカリ",16.2,16.1,"","タグ打ち直し",20100819,20150902,50603,50603,0,0,0,0,0,0
70,20,15267,15267,8.31,2,"コシアブラ",NA,17.9,"","",NA,20150902,NA,NA,0,0,-1,1,0,0
70,20,10469,10469,4,8.5,"コシアブラ",16.2,21.8,"","",20100819,20150902,10469,10469,0,0,0,0,0,0
70,20,50604,50604,9,8,"コシアブラ",24.4,NA,"","lost",20100819,20150902,50604,50604,0,1,0,0,0,0
70,30,15271,15721,4,2.6,"オオバクロモジ",NA,17,"","",NA,20150902,NA,NA,0,0,-1,1,0,0
70,30,10470,50605,2.4,0.3,"コシアブラ",18.8,33,"","",20100819,20150902,10470,50605,0,0,0,0,0,0
70,30,10471,10471,5.1,5,"ウワミズザクラ",30.2,31.5,"","",20100819,20150902,10471,10471,0,0,0,0,0,0
70,30,10472,10471,5.1,5,"ウワミズザクラ",24.3,32.8,"","",20100819,20150902,10472,10471,0,0,0,0,0,0
70,30,10473,10473,2,6,"ウワミズザクラ",22,29.9,"","",20100819,20150902,10473,10473,0,0,0,0,0,0
70,30,10474,10473,2,6,"ウワミズザクラ",16.2,19.4,"","",20100819,20150902,10474,10473,0,0,0,0,0,0
70,30,10475,10475,8,3.5,"ブナ",16.2,17,"無害","",20100819,20150902,10475,10475,0,0,0,0,0,0
70,30,10476,10476,7.3,5,"オオバクロモジ",15.5,15.8,"","",20100819,20150902,10476,10476,0,0,-1,1,0,0
70,30,50605,50605,2.4,0.3,"コシアブラ",31,33,"","タグ付け替え(15268)",20100819,20150902,50605,50605,0,0,0,0,0,0
70,30,50606,50606,0.7,6,"イタヤカエデ",58.3,70.3,"","測定位置変更",20100819,20150902,50606,50606,0,0,0,0,0,0
70,30,50607,50609,1.1,7.8,"アカイタヤ",15.3,16.3,"","",20100819,20150902,50607,50609,0,0,-1,1,0,0
70,30,50608,50608,0.2,6.9,"オオバクロモジ",16,NA,"","sb",20100819,20150902,50608,50608,0,1,0,0,0,0
70,30,50609,50609,0.6,8.1,"アカイタヤ",16.5,17.1,"","",20100819,20150902,50609,50609,0,0,0,0,0,0
70,30,50610,50610,2,7,"イタヤカエデ",22.5,23.9,"座標間違い(2.0,7.0)に変更","タグ打ち替え（15269）",20100819,20150902,50610,50610,0,0,0,0,0,0
70,30,50611,50611,9.3,7.4,"イタヤカエデ",29.3,35.1,"","タグ付け替え(15270)",20100819,20150902,50611,50611,0,0,0,0,0,0
70,40,15272,15722,2.7,7.2,"オオバクロモジ",NA,18.3,"","",NA,20150902,NA,NA,0,0,-1,1,0,0
70,40,15273,15723,3.5,8.5,"テツカエデ",NA,26.1,"","",NA,20150902,NA,NA,0,0,-1,1,0,0
70,40,15274,15724,4.7,2,"テツカエデ",NA,17.7,"","",NA,20150902,NA,NA,0,0,-1,1,0,0
70,40,15275,15725,1,0.7,"ホオノキ",NA,16.4,"","",NA,20150902,NA,NA,0,0,-1,1,0,0
70,40,15276,10479,2.3,2.3,"オオバクロモジ",NA,15.2,"","",NA,20150902,NA,NA,0,0,-1,-1,0,0
70,40,15277,15277,6.4,1,"オオバクロモジ",NA,15,"","",NA,20150902,NA,NA,0,0,-1,-1,0,0
70,40,15278,10479,2.3,2.3,"オオバクロモジ",NA,17.3,"","",NA,20150902,NA,NA,0,0,-1,1,0,0
70,40,10477,10477,4.6,4.6,"ウワミズザクラ",21.2,27.9,"","",20100819,20150902,10477,10477,0,0,0,0,0,0
70,40,10478,50613,2.1,2.1,"コシアブラ",21.4,21.7,"","",20100819,20150902,10478,50613,0,0,0,0,0,0
70,40,10479,10479,2.3,2.3,"オオバクロモジ",15.8,16.4,"","",20100819,20150902,10479,10479,0,0,0,0,0,0
70,40,50612,50612,3.3,0.2,"オオバクロモジ",18.9,19.6,"","タグ打ち直し",20100819,20150902,50612,50612,0,0,0,0,0,0
70,40,50613,50613,2.1,2.1,"コシアブラ",31.7,32.9,"","タグ打ち直し",20100819,20150902,50613,50613,0,0,0,0,0,0
70,40,50614,50614,0.9,2,"コシアブラ",26.8,35,"","タグ打ち直し",20100819,20150902,50614,50614,0,0,0,0,0,0
70,40,50615,50615,2.9,6.2,"コバノトネリコ",34.2,38.5,"","",20100819,20150902,50615,50615,0,0,0,0,0,0
70,40,50616,50616,1,6.8,"アカイタヤ",31.7,33.5,"","",20100819,20150902,50616,50616,0,0,0,0,0,0
70,50,10297,10297,5,6.5,"リョウブ",25.3,26,"","",20100819,20150902,10297,10297,0,0,0,0,0,0
70,50,10298,10298,5.5,6.5,"リョウブ",18.3,23.2,"","",20100819,20150902,10298,10298,0,0,0,0,0,0
70,50,10299,10299,2,6,"ウワミズザクラ",17.1,20.5,"","",20100819,20150902,10299,10299,0,0,0,0,0,0
70,50,50617,50617,2.8,5.9,"テツカエデ",42.3,47.8,"","タグ打ち直し",20100819,20150902,50617,50617,0,0,0,0,0,0
70,50,50618,50618,0.5,8.9,"ウワミズザクラ",20.5,21.5,"","タグ打ち直し",20100819,20150902,50618,50618,0,0,0,0,0,0
70,50,50619,50619,4.6,8.1,"イタヤカエデ",23.8,25.4,"","タグ打ち直し",20100819,20150902,50619,50619,0,0,0,0,0,0
70,50,50620,50620,4.8,7,"ブナ",325.9,336.5,"中害","つる込",20100819,20150902,50620,50620,0,0,0,0,0,0
70,50,50621,50621,6.1,9.6,"コシアブラ",24.2,25.1,"","",20100819,20150902,50621,50621,0,0,0,0,0,0
70,50,50622,50622,5.8,8.9,"アカイタヤ",20,20.5,"","タグ打ち直し",20100819,20150902,50622,50622,0,0,0,0,0,0
70,50,50623,50623,7.7,9.3,"ブナ",170.2,177.1,"中害","つる込、タグ打ち直し",20100819,20150902,50623,50623,0,0,0,0,0,0
70,50,50624,50624,8.7,6.3,"ブナ",270.5,276,"激害","つる込、タグ打ち替え(15279)",20100819,20150902,50624,50624,0,0,0,0,0,0
70,50,50625,50625,9.2,6.8,"ブナ",20.5,21.5,"中害","タグ打ち直し",20100819,20150902,50625,50625,0,0,0,0,0,0
70,70,50628,50628,3.4,6.4,"ブナ",207.3,209,"中害、つるこみ","つる込",20100819,20150902,50628,50628,0,0,0,0,0,0
70,70,50629,50629,1.5,9.6,"ブナ",64,64.5,"微害","",20100819,20150902,50629,50629,0,0,0,0,0,0
70,70,50630,50630,1.5,9.6,"ブナ",29.6,33.4,"微害","",20100819,20150902,50630,50630,0,0,0,0,0,0
70,70,50631,50631,1.5,9.6,"ブナ",18.6,25,"微害","",20100819,20150902,50631,50631,0,0,0,0,0,0
70,70,50632,50632,1.5,9.6,"ブナ",30.3,31.1,"中害","",20100819,20150902,50632,50632,0,0,0,0,0,0
70,70,50633,50629,1.5,9.6,"ブナ",18.7,20.2,"微害","",20100819,20150902,50633,50629,0,0,0,0,0,0
70,70,50634,50634,6,3.7,"コシアブラ",18.4,19.3,"","",20100819,20150902,50634,50634,0,0,0,0,0,0
70,70,50635,50635,7.3,2.6,"ブナ",29.3,30,"微害","",20100819,20150902,50635,50635,0,0,0,0,0,0
70,70,50636,50636,8.6,1.8,"ブナ",235.2,242,"中害","つる込",20100819,20150902,50636,50636,0,0,0,0,0,0
70,80,15281,15281,10,0.6,"ムシカリ",NA,16.8,"","",NA,20150902,NA,NA,0,0,-1,1,0,0
70,80,50638,50638,2,1,"ブナ",191.7,297.4,"中害","",20100819,20150902,50638,50638,0,0,0,0,0,0
70,80,50639,50639,10,6,"ブナ",47.9,51.2,"中害","",20100819,20150902,50639,50639,0,0,0,0,0,0
70,80,50640,50640,7,1.5,"ブナ",115.7,123.8,"","つる込",20100819,20150902,50640,50640,0,0,0,0,0,0
70,80,50641,50641,0,9.2,"トチノキ",23.5,25.8,"","タグ付け替え(15262)座標変更(60,80)-(8.0,7.9)",20100819,20150902,50641,50641,0,0,0,0,0,0
70,80,50651,50651,8.4,10,"コシアブラ",22.4,NA,"","sb",20100819,20150902,50651,50651,0,1,0,0,0,0
70,80,50654,50654,7.8,9,"オオバクロモジ",15.1,15.5,"","タグ付け替え（15280）",20100819,20150902,50654,50654,0,0,-1,-1,0,0
70,90,10295,10295,6.2,4,"ヤマグワ",15.7,18.6,"","タグ付け替え（15282)",20100819,20150902,10295,10295,0,0,0,0,0,0
70,90,50642,50642,1.5,7,"ヤマグワ",41.5,42.3,"","タグ打ち直し",20100819,20150902,50642,50642,0,0,0,0,0,0
70,90,50643,50643,1.5,7,"ヤマグワ",26.5,26.7,"","",20100819,20150902,50643,50643,0,0,0,0,0,0
70,90,50644,50644,0.2,9.2,"ブナ",32.4,36.3,"微害","",20100819,20150902,50644,50644,0,0,0,0,0,0
70,90,50645,50645,2.6,9.8,"ブナ",28.4,29.4,"微害","",20100819,20150902,50645,50645,0,0,0,0,0,0
70,90,50646,50646,9.8,9,"アカイタヤ",77.5,88.7,"","",20100819,20150902,50646,50646,0,0,0,0,0,0
70,90,50648,50648,9.8,3,"オオバクロモジ",18,18.4,"","タグ打ち直し",20100819,20150902,50648,50648,0,0,0,0,0,0
70,90,50649,50649,7.2,3,"ホオノキ",36.8,39.9,"","タグ打ち直し",20100819,20150902,50649,50649,0,0,0,0,0,0
70,90,50650,50650,10,0.9,"イタヤカエデ",22,NA,"","sb",20100819,20150902,50650,50650,0,1,0,0,0,0
70,90,60647,60647,9.6,8.8,"アカイタヤ",75,78.7,"","タグ打ち直し",20100819,20150902,60647,60647,0,0,0,0,0,0
80,0,50701,50701,1,0.5,"ハウチワカエデ",32.5,33.4,"","",20100819,20150903,50701,50701,0,0,0,0,0,0
80,0,50702,50701,1,0.5,"ハウチワカエデ",19,22.5,"","",20100819,20150903,50702,50701,0,0,0,0,0,0
80,0,50703,50703,4.2,8.8,"ブナ",77.8,78,"微害","",20100819,20150903,50703,50703,0,0,0,0,0,0
80,0,50704,50704,6,6.4,"ブナ",114.2,122.6,"微害","",20100819,20150903,50704,50704,0,0,0,0,0,0
80,0,50705,50705,9,3.2,"コシアブラ",27.2,26.2,"","倒伏のためＰＯＭ↑",20100819,20150903,50705,50705,0,0,0,0,0,0
80,0,50706,50706,9,1.5,"コシアブラ",35.8,25.8,"","二股　倒伏のためＰＯＭ↑",20100819,20150903,50706,50706,0,0,0,0,0,0
80,0,50707,50707,8,0.8,"ブナ",151.7,163.6,"中害","",20100819,20150903,50707,50707,0,0,0,0,0,0
80,0,50708,50708,3.4,7.6,"リョウブ",21.8,22.6,"","",20100819,20150903,50708,50708,0,0,0,0,0,0
80,0,50709,50709,6.6,4.8,"コシアブラ",21.1,21.3,"","",20100819,20150903,50709,50709,0,0,0,0,0,0
