#/log,DATA CREATED,データ作成日,20180306,,,,,,,,,,,,,,,
#/doc,DATA CREATER,データ作成者,西村尚之,,,,,,,,,,,,,,,
#,DATA TITLE,データ名,Temporal Change in Tree Girth at Breast Height at Tsushima-Mt. Tatera　(TT-EB1).,,,,,,,,,,,,,,,
#,SITE NAME,サイト名,対馬龍良山,,,,,,,,,,,,,,,
#,PLOT NAME,調査地名,-,,,,,,,,,,,,,,,
#,PLOT CODE,調査区コード,TT-EB1,,,,,,,,,,,,,,,
#,PLOT SIZE,面積,1ha,,,,,,,,,,,,,,,
#,PRAMETER DEFINITIONS,mesh_xcord,10ｍ方形区ｘ座標,,,,,,,,,,,,,,,
#,,mesh_ｙcord,10ｍ方形区ｙ座標,,,,,,,,,,,,,,,
#,,tag_no,幹タグ番号,,,,,,,,,,,,,,,
#,,indv_no,個体タグ番号,,,,,,,,,,,,,,,
#,,stem_xcord,幹のx座標（10m方形区内での座標）,,,,,,,,,,,,,,,
#,,stem_ycord,幹のｙ座標（10m方形区内での座標）,,,,,,,,,,,,,,,
#,,spc_japan,種名,,,,,,,,,,,,,,,
#,,gbh,胸高周囲長〔cm〕,,,,,,,,,,,,,,,
#,,note,備考,,,,,,,,,,,,,,,
#,,s_data,調査日,,,,,,,,,,,,,,,
#,20080702,データ成形（石原正恵）,,,,,,,,,,,,,,,,
#,20080715,シイノキ＞スダジイへ,,,,,,,,,,,,,,,,
#,20101116,tag重複多数->セルx座標-セルy座標-tagNoにした,,,,,,,,,,,,,,,,
#,,"セル(50,90)内でW150重複-> -1 -2をつけた",,,,,,,,,,,,,,,,
#,20130108,データ成形（佐伯）,,,,,,,,,,,,,,,,
#,20180202,データ成形（日野）,,,,,,,,,,,,,,,,
#,,new_tag_naに値のある幹は、tag_noにその内容を移動させ、tag_noに入っていたタグ番号はold_tag_noに移動,,,,,,,,,,,,,,,,
#,,スダシイ→スダジイに修正,,,,,,,,,,,,,,,,
#,,new_tag_naにnWC368が二つあったので、この2個体についてはタグ番号の更新をせず、サイトに問い合わせして修正,,,,,,,,,,,,,,,,
#/data,,,,,,,,,,,,,,,,,,
"tag_no","indv_no","mesh_xcord","mesh_ycord","stem_xcord","stem_ycord","spc_japan","gbh07","gbh12","gbh17","note07","note12","note17","s_date07","s_date12","s_date17","memo_20180201","old_tag_no","new_tag_na","dl07","dl12","dl17","rec07","rec12","rec17","error07","error12","error17"
"nYA983","nYA982",30,80,1,4.4,"サカキ",31.1,NA,NA,"測定位置変更","立枯、萌芽あり","","20071123","20121112",NA,"","","",0,1,2,0,0,0,0,0,0
"dY_2750","dY_2750",30,80,4.2,9.6,"サカキ",15.21,15.1,17.8,"低木データより移行, 番号付替必要","15.1なので見送り","","20071221","20121112","20171010","","","",0,0,0,-1,-1,1,0,0,0
"nYA576","nYA576",30,80,9.1,2.4,"ヒサカキ",20.3,20.6,20.9,"","倒木巻き込まれ生存","","20071123","20121112","20171010","","","",0,0,0,0,0,0,0,0,0
"nYA577","nYA577",30,80,6.2,5,"イスノキ",69.2,69.6,69.3,"","先折れ生存","縮む","20071123","20121112","20171010","","","",0,0,0,0,0,0,0,0,0
"nYA579","nYA579",30,80,6.1,6.7,"イスノキ",197,197.7,199.9,"","ツル込み測定","","20071123","20121112","20171010","","","",0,0,0,0,0,0,0,0,0
"nYA581","nYA581",30,80,8.6,9.2,"イスノキ",20.4,20.4,22,"","","","20071123","20121112","20171010","","","",0,0,0,0,0,0,0,0,0
"nYA582","nYA582",30,80,6,7.9,"サカキ",18.1,17.9,22.1,"位置修正済","こぶ下測定値変更","コブ下で測定、G17OK","20071123","20121112","20171010","","","",0,0,0,0,0,0,0,0,0
"nYA974","nYA974",30,80,3.8,0.9,"イスノキ",18.3,18.1,19.8,"Y130.9修正","","","20071123","20121112","20171010","","","",0,0,0,0,0,0,0,0,0
"nYA975","nYA975",30,80,1,1.3,"ヤブツバキ",35.9,35.8,37.1,"","","","20071123","20121112","20171010","","","",0,0,0,0,0,0,0,0,0
"nYA984","nYA984",30,80,2.4,6,"クロキ",22.2,22.2,22.9,"","","","20071123","20121112","20171010","","","",0,0,0,0,0,0,0,0,0
"nYA992","nYA992",30,80,3.1,8,"イスノキ",95.9,96.3,96.6,"","","","20071123","20121112","20171010","","","",0,0,0,0,0,0,0,0,0
"nYA993","nYA993",30,80,2.2,8.9,"クロキ",20.5,20.5,20.7,"","","","20071123","20121112","20171010","","","",0,0,0,0,0,0,0,0,0
"nYA401","nYA401",30,90,2.4,9.9,"クロバイ",18.5,NA,NA,"","根返り","","20071123","20121112",NA,"","","",0,1,2,0,0,0,0,0,0
"nYA591","nYA591",30,90,7.6,3.2,"クロバイ",16.6,NA,NA,"","立枯(理由不明)","","20071123","20121112",NA,"","","",0,1,2,0,0,0,0,0,0
"nYA595","nYA595",30,90,7.4,8,"ヒサカキ",16.2,NA,NA,"","幹折れ","","20071123","20121112",NA,"","","",0,1,2,0,0,0,0,0,0
"nW_310","nW_310",30,90,6.8,6.8,"サカキ",14.2,14.2,16.4,"","","低木データより移行",NA,"20121113","20171010","","","",0,0,0,-1,-1,1,0,0,0
"nWC588","nYA400",30,90,0.8,9.9,"イスノキ",125.2,127.8,128.3,"","","","20071123","20121112","20171010","","nYA400","nWC588",0,0,0,0,0,0,0,0,0
"nWC587","nYA590",30,90,9.3,1.7,"イスノキ",97.4,98.8,103.8,"","ギャップ形成によりLay変更","","20071123","20121112","20171010","","nYA590","nWC587",0,0,0,0,0,0,0,0,0
"nYA592","nYA592",30,90,5.2,3.2,"ウラジロガシ",249.8,254.9,255.5,"","主幹折れる","","20071123","20121112","20171010","","","",0,0,0,0,0,0,0,0,0
"nYA593","nYA593",30,90,5,3.3,"サカキ",18.8,18.7,21.9,"","","","20071123","20121112","20171010","","","",0,0,0,0,0,0,0,0,0
"nYA594","nYA594",30,90,8.1,7.6,"イスノキ",112,113.8,115.6,"","","","20071123","20121112","20171010","","","",0,0,0,0,0,0,0,0,0
"nYA596","nYA596",30,90,7.3,9.4,"ヒサカキ",25,25.1,25.5,"","","","20071123","20121112","20171010","","","",0,0,0,0,0,0,0,0,0
"nYA994","nYA994",30,90,2.2,1,"ヤブツバキ",45.3,45.3,45.6,"","","","20071123","20121112","20171010","","","",0,0,0,0,0,0,0,0,0
"nYA995","nYA995",30,90,1.9,1,"サカキ",21.9,21.8,23.3,"","","","20071123","20121112","20171010","","","",0,0,0,0,0,0,0,0,0
"nYA998","nYA998",30,90,0,6.6,"クロバイ",15.8,15.4,NA,"","前回ミス","根返り枯死","20071123","20121112","20171010","","","",0,0,1,0,0,0,0,0,0
"nYA999","nYA999",30,90,2.7,7.1,"サカキ",20.9,21.2,23.4,"","","","20071123","20121112","20171010","","","",0,0,0,0,0,0,0,0,0
"nYA1000","nYA1000",30,90,3,7.2,"イスノキ",145.5,145.5,153.3,"","ツル抜き測定","ツル込み測定","20071123","20121112","20171010","","","",0,0,0,0,0,0,0,0,0
"nWA987","nWA987",40,0,3.2,0.1,"ヤブツバキ",18.5,18.8,18.9,"","","","20071123","20121111","20171010","","","",0,0,0,0,0,0,0,0,0
"nWA989","nWA989",40,0,4.9,0.6,"イスノキ",21.1,23,24.4,"","","","20071123","20121111","20171010","","","",0,0,0,0,0,0,0,0,0
"nWA990","nWA990",40,0,3.6,1.9,"ヤブツバキ",30.9,30.9,30.9,"","","","20071123","20121111","20171010","","","",0,0,0,0,0,0,0,0,0
"nWA994","nWA994",40,0,4.9,4.6,"イヌシデ",148.2,154.7,163,"","","","20071123","20121111","20171010","","","",0,0,0,0,0,0,0,0,0
"nWA995","nWA995",40,0,0.7,5.3,"ヤブツバキ",54.3,55.6,56.6,"","Gap下","","20071123","20121111","20171010","","","",0,0,0,0,0,0,0,0,0
"nWA996","nWA996",40,0,0.8,5.4,"サカキ",19.6,19.8,19.7,"","","縮む","20071123","20121111","20171010","","","",0,0,0,0,0,0,0,0,0
"nWA997","nWA997",40,0,3.4,5.8,"イスノキ",60.3,65.9,72.3,"","","","20071123","20121111","20171010","","","",0,0,0,0,0,0,0,0,0
"nWA999","nWA999",40,0,1.4,7.7,"イスノキ",38.8,41.4,45,"","","","20071123","20121111","20171010","","","",0,0,0,0,0,0,0,0,0
"nWB54","nWB54",40,0,5.8,1.2,"イヌマキ",31,31.1,31.5,"","","","20071123","20121111","20171010","","","",0,0,0,0,0,0,0,0,0
"nWB55","nWB55",40,0,8.9,1.3,"ヤブツバキ",22,21.7,22.1,"","前回ミス","","20071123","20121111","20171010","","","",0,0,0,0,0,0,0,0,0
"nWB56","nWB56",40,0,8.6,1.4,"イスノキ",33.6,36.3,39.5,"","","","20071123","20121111","20171010","","","",0,0,0,0,0,0,0,0,0
"nWB57","nWB57",40,0,9.9,3.8,"ヤブニッケイ",65.2,66.1,67.8,"","","","20071123","20121111","20171010","","","",0,0,0,0,0,0,0,0,0
"nWB58","nWB58",40,0,7.5,6,"イスノキ",74.4,74.2,75.7,"","","","20071123","20121111","20171010","","","",0,0,0,0,0,0,0,0,0
"nWC595","nWB59",40,0,5.2,6.1,"イスノキ",26.4,26.6,27.2,"","","","20071123","20121111","20171010","","nWB59","nWC595",0,0,0,0,0,0,0,0,0
"nYA501","nYA501",40,0,2.4,9.7,"ヤブツバキ",21.5,22,22.4,"","","","20071123","20121111","20171010","","","",0,0,0,0,0,0,0,0,0
"dY_1413","dY_1413",40,10,8.4,8.5,"イヌマキ",14.29,14.5,15,"","","低木データより移行",NA,"20121113","20171010","","","",0,0,0,-1,-1,-1,0,0,0
"nWB63","nWB63",40,10,8.6,1,"サカキ",17.7,17.9,19.1,"","","","20071123","20121111","20171010","","","",0,0,0,0,0,0,0,0,0
"nWB64","nWB64",40,10,8.8,1.4,"ヤブツバキ",54.7,54.8,56.7,"","","","20071123","20121111","20171010","","","",0,0,0,0,0,0,0,0,0
"nWB65","nWB65",40,10,8.7,6.2,"ヤブツバキ",16.9,16.6,16.8,"","","","20071123","20121111","20171010","","","",0,0,0,0,0,0,0,0,0
"nWB66","nWB66",40,10,9.4,6.5,"バリバリノキ",33.5,33.5,33.8,"","角とぎ","","20071123","20121111","20171010","","","",0,0,0,0,0,0,0,0,0
"nWB67","nWB67",40,10,8.3,9.6,"イヌマキ",23,24,24.7,"","","","20071123","20121111","20171010","","","",0,0,0,0,0,0,0,0,0
"nYA502","nYA502",40,10,4.1,0.4,"イスノキ",24.7,25,25.1,"","","","20071123","20121111","20171010","","","",0,0,0,0,0,0,0,0,0
"nYA504","nYA504",40,10,2,1.9,"ヤブツバキ",24.4,24,25,"","前回ミス？","","20071123","20121111","20171010","","","",0,0,0,0,0,0,0,0,0
"nYA505","nYA505",40,10,1,2.3,"ヤブツバキ",21.8,21.5,22,"","こぶ抜き測定","","20071123","20121111","20171010","","","",0,0,0,0,0,0,0,0,0
"nYA506","nYA506",40,10,1.5,5.9,"サカキ",113.1,116.1,119.8,"","","","20071123","20121111","20171010","","","",0,0,0,0,0,0,0,0,0
"nYA516","nYA516",40,20,2.2,8.9,"ヤブツバキ",72.6,NA,NA,"","立ち枯れ後幹折れ","","20071123","20121111",NA,"","","",0,1,2,0,0,0,0,0,0
"nWB83","nWB83",40,20,8.6,8.6,"スダジイ",322.4,326.5,334.8,"","","G17OK","20071123","20121111","20171010","","","",0,0,0,0,0,0,0,0,0
"nWB84","nWB84",40,20,7.3,5.7,"サカキ",20.6,20.6,21.3,"","","","20071123","20121111","20171010","","","",0,0,0,0,0,0,0,0,0
"nWC597","nWB85",40,20,5.7,4.7,"カクレミノ",36.8,37,37.8,"","","","20071123","20121111","20171010","","nWB85","nWC597",0,0,0,0,0,0,0,0,0
"nWC596","nWB86",40,20,5.9,3.9,"カゴノキ",129.6,134,139.1,"","","","20071123","20121111","20171010","","nWB86","nWC596",0,0,0,0,0,0,0,0,0
"nWC598","nWB87",40,20,9.6,0.1,"シキミ",29.2,30,30.7,"","","シカによる皮剥あり","20071123","20121111","20171010","","nWB87","nWC598",0,0,0,0,0,0,0,0,0
"nWB88","nWB88",40,20,9.8,9.5,"サカキ",27.2,28.3,28.5,"","","","20071123","20121111","20171010","","","",0,0,0,0,0,0,0,0,0
"nYA507","nYA507",40,20,0.6,0.6,"モチノキ",74.9,75.1,NA,"","こぶ抜き測定","立枯","20071123","20121111","20171010","","","",0,0,1,0,0,0,0,0,0
"nYA508","nYA508",40,20,4.2,2.2,"ネズミモチ",49.5,51.2,51.6,"","","","20071123","20121111","20171010","","","",0,0,0,0,0,0,0,0,0
"nWC599","nYA511",40,20,2.9,2.7,"ヤブツバキ",28.8,29,29.2,"","","","20071123","20121111","20171010","","nYA511","nWC599",0,0,0,0,0,0,0,0,0
"nYA512","nYA512",40,20,3.9,4.2,"ヤブツバキ",34.8,35.4,35.9,"","","","20071123","20121111","20171010","","","",0,0,0,0,0,0,0,0,0
"nYA517","nYA517",40,20,4.5,8,"ヒサカキ",27.4,27.2,27.3,"","","","20071123","20121111","20171010","","","",0,0,0,0,0,0,0,0,0
"nYA518","nYA518",40,20,4.9,9.6,"サカキ",19.5,20,20.5,"","","","20071123","20121111","20171010","","","",0,0,0,0,0,0,0,0,0
"nYA528","nYA528",40,30,2,4.9,"ホソバタブ",21.3,NA,NA,"","立ち枯れ","","20071123","20121112",NA,"","","",0,1,2,0,0,0,0,0,0
"nWB89","nWB89",40,30,7.1,2.8,"スダジイ",221.6,225.8,232.2,"","","","20071123","20121112","20171010","","","",0,0,0,0,0,0,0,0,0
"nWB90","nWB90",40,30,9.1,4.9,"ヤブツバキ",61.4,62,62,"","","","20071123","20121112","20171010","","","",0,0,0,0,0,0,0,0,0
"nWB91","nWB91",40,30,6.6,3,"カクレミノ",28.4,28.5,28.6,"","","","20071123","20121112","20171010","","","",0,0,0,0,0,0,0,0,0
"nWB92","nWB92",40,30,6.8,3.2,"ヤブツバキ",31.5,31.4,31.4,"","","","20071123","20121112","20171010","","","",0,0,0,0,0,0,0,0,0
"nWB93","nWB93",40,30,7.1,3.9,"ヤブツバキ",54.9,56.1,56.9,"","","","20071123","20121112","20171010","","","",0,0,0,0,0,0,0,0,0
"nWC600","nYA527",40,30,4.3,4.1,"イスノキ",82.4,84.8,88.8,"","","","20071123","20121112","20171010","","nYA527","nWC600",0,0,0,0,0,0,0,0,0
"nYA529","nYA529",40,30,1.1,5.1,"イスノキ",18.6,18.7,18.8,"","","","20071123","20121112","20171010","","","",0,0,0,0,0,0,0,0,0
"dG_4148","nYA530",40,30,3.7,5.1,"スダジイ",NA,18.1,NA,"","低木新規ノートにあり，データ追加","立枯、nYA530の萌芽",NA,"20121114","20171010","","","",0,0,1,-1,1,0,0,0,0
"nW_682","nYA530",40,30,3.7,5.1,"スダジイ",NA,14.6,18.4,"","nYA530と同株の新規加入、H12未測定","nYA530と同株，低木データより移行",NA,"20121114","20171010","","","",0,0,0,-1,-1,1,0,0,0
"nYA530","nYA530",40,30,3.7,5.1,"スダジイ",293.4,303.9,315,"","","","20071123","20121112","20171010","","","",0,0,0,0,0,0,0,0,0
"nYA531","nYA531",40,30,4.8,9.7,"モッコク",36,36,36,"G90は37.3の間違い","","","20071123","20121112","20171010","","","",0,0,0,0,0,0,0,0,0
"nWB101","nWB101",40,40,9.1,1.1,"ゴンズイ",38.4,NA,NA,"","立枯","","20071123","20121112",NA,"","","",0,1,2,0,0,0,0,0,0
"nWB102","nWB102",40,40,5,5.4,"タブノキ",43,NA,NA,"","立枯幹折れ","","20071123","20121112",NA,"","","",0,1,2,0,0,0,0,0,0
"nYA539","nYA539",40,40,2.7,4.7,"サカキ",112.4,NA,NA,"","幹折れ","","20071123","20121112",NA,"","","",0,1,2,0,0,0,0,0,0
"nYA540","nYA540",40,40,1.4,8.7,"ヒサカキ",19.5,NA,NA,"根返り(生存)","根返り","","20071123","20121112",NA,"","","",0,1,2,0,0,0,0,0,0
"dY_1460","dY_1460",40,40,5.6,1.8,"サカキ",14.51,14.8,15.4,"G04ミス？","","低木データより移行",NA,"20121114","20171010","","","",0,0,0,-1,-1,-1,0,0,0
"nWB98","nWB98",40,40,7.8,1,"サカキ",34.3,37,36.7,"","ツル込み測定","縮む","20071123","20121112","20171010","","","",0,0,0,0,0,0,0,0,0
"nWB99","nWB99",40,40,5.8,3,"イヌガシ",25,24.8,24.9,"","上部枯れ","","20071123","20121112","20171010","","","",0,0,0,0,0,0,0,0,0
"nWB100","nWB100",40,40,8.6,3.5,"シロダモ",20,20.3,NA,"ヤブニッケイ→シロダモに訂正","ツル込み測定","立枯、460の萌芽生存","20071123","20121112","20171010","","","",0,0,1,0,0,0,0,0,0
"nWB103","nWB103",40,40,8.4,6.7,"ヒメユズリハ",36.7,39.8,NA,"","根元折れ生存、皮はがれ(シカ？)","立枯","20071123","20121112","20171010","","","",0,0,1,0,0,0,0,0,0
"nWB104","nWB104",40,40,8.2,6,"ヒサカキ",37.2,37.4,39.2,"","","","20071123","20121112","20171010","","","",0,0,0,0,0,0,0,0,0
"nWC601","nYA537",40,40,4.5,1.4,"カゴノキ",39.8,43.5,49.1,"","角とぎ","","20071123","20121112","20171010","","nYA537","nWC601",0,0,0,0,0,0,0,0,0
"nYA538","nYA538",40,40,2.2,0.6,"シロダモ",30.3,30.5,33.1,"Y90.6修正済","","","20071123","20121112","20171010","","","",0,0,0,0,0,0,0,0,0
"nYA541","nYA541",40,40,3.4,6.7,"バリバリノキ",35,44.1,56.5,"不明とされる","新規扱いだった幹が，この不明既存木であった（胸高付近の針後を確認必要）．生存・位置・NO07修正済","G17OK","20071123","20121112","20171010","","","",0,0,0,0,0,0,0,0,0
"nWB109","nWB110",40,50,8,4,"イヌガシ",26,NA,NA,"","幹折れ","","20071123","20121112",NA,"","","",0,1,2,0,0,0,0,0,0
"nWB108","nWB108",40,50,6.9,1.1,"イヌガシ",45.9,47.5,49.8,"","","","20071123","20121112","20171010","","","",0,0,0,0,0,0,0,0,0
"nWB110","nWB110",40,50,8,4,"イヌガシ",39.6,39.6,39.6,"","こぶ込み測定","","20071123","20121112","20171010","","","",0,0,0,0,0,0,0,0,0
"nWB111","nWB111",40,50,5.7,4.5,"クロキ",35.2,36.5,37.8,"","","","20071123","20121112","20171010","","","",0,0,0,0,0,0,0,0,0
"nWB112","nWB112",40,50,5.3,4.4,"イスノキ",56.2,56.2,57.2,"","","","20071123","20121112","20171010","","","",0,0,0,0,0,0,0,0,0
"nWB113","nWB113",40,50,6.8,7.7,"カラスザンショウ",158.8,165,174.8,"","角とぎ","シカによる皮剥あり、G17OK","20071123","20121112","20171010","","","",0,0,0,0,0,0,0,0,0
"nWB115","nWB115",40,50,6.1,7.4,"ヒサカキ",22,21.6,21.8,"","前回ミス、ツル抜き測定","","20071123","20121112","20171010","","","",0,0,0,0,0,0,0,0,0
"nWB116","nWB116",40,50,9.1,7.2,"イヌガシ",19.6,19,NA,"","前回ミス","立ち枯れ","20071123","20121112","20171010","備考","","",0,0,1,0,0,0,0,0,0
"nWB117","nWB117",40,50,9,6.4,"スダジイ",89.6,92.8,93.2,"","","","20071123","20121112","20171010","","","",0,0,0,0,0,0,0,0,0
"nYA542","nYA542",40,50,5.8,0,"バリバリノキ",21.4,22,22.5,"X95.8修正済","","シカによる皮剥あり","20071123","20121112","20171010","","","",0,0,0,0,0,0,0,0,0
"nYA543","nYA543",40,50,0.1,1.6,"サカキ",46.3,49.8,53.4,"","","","20071123","20121112","20171010","","","",0,0,0,0,0,0,0,0,0
"nYA544","nYA544",40,50,2.8,0.9,"クロキ",51.5,59,65.2,"X92.8修正済","","","20071123","20121112","20171010","","","",0,0,0,0,0,0,0,0,0
"nYA551","nYA551",40,50,2.5,2.8,"タブノキ",35.8,36,36.1,"","","","20071123","20121112","20171010","","","",0,0,0,0,0,0,0,0,0
"nWC602","nYA552",40,50,0.2,3.7,"サカキ",26.1,28.5,30.3,"","","","20071123","20121112","20171010","","nYA552","nWC602",0,0,0,0,0,0,0,0,0
"nYA561","nYA561",40,60,0.3,3.4,"クロキ",19.4,NA,NA,"","立ち枯れ","","20071123","20121112",NA,"","","",0,1,2,0,0,0,0,0,0
"nWC606","nW_276",40,60,5.2,7.8,"イスノキ",13.9,15.1,15.1,"","稚樹データから移行","先枯れ",NA,"20121113","20171010","","nW_276","nWC606",0,0,0,-1,-1,-1,0,0,0
"nWB114","nWB114",40,60,5.5,0.1,"カクレミノ",89.6,95,102,"","","","20071123","20121112","20171010","","","",0,0,0,0,0,0,0,0,0
"nWC603","nWB123",40,60,5.2,3.7,"サカキ",28.3,28.1,28.6,"","","","20071123","20121112","20171010","","nWB123","nWC603",0,0,0,0,0,0,0,0,0
"nWC605","nWB124",40,60,5.2,9.8,"イスノキ",32.6,33,33.4,"","","","20071123","20121112","20171010","","nWB124","nWC605",0,0,0,0,0,0,0,0,0
"nWB125","nWB125",40,60,7.9,9,"ヒサカキ",17.3,17.1,17.3,"","","","20071123","20121112","20171010","","","",0,0,0,0,0,0,0,0,0
"nYA560","nYA560",40,60,2.8,3.2,"ネズミモチ",36.3,36.3,36.4,"","","","20071123","20121112","20171010","","","",0,0,0,0,0,0,0,0,0
"nYA562","nYA562",40,60,3,7,"イスノキ",28,27.9,28.1,"","","","20071123","20121112","20171010","","","",0,0,0,0,0,0,0,0,0
"nYA563","nYA563",40,60,0.6,7.1,"イヌマキ",63.8,64.3,65.5,"","","","20071123","20121112","20171010","","","",0,0,0,0,0,0,0,0,0
"nWC604","nYA564",40,60,3,9.8,"スダジイ",71.1,73.4,75,"","","","20071123","20121112","20171010","","nYA564","nWC604",0,0,0,0,0,0,0,0,0
"nYA572","nYA572",40,70,0.2,5.2,"イスノキ",16.5,NA,NA,"","立ち枯れ","","20071123","20121112",NA,"","","",0,1,2,0,0,0,0,0,0
"nYA574","nYA574",40,70,2,8.9,"サカキ",24.1,NA,NA,"","立ち枯れ","","20071123","20121112",NA,"","","",0,1,2,0,0,0,0,0,0
"nWB130","nWB130",40,70,8.8,1.5,"イスノキ",18.7,18.3,NA,"","上部枯れ、萌芽生存","根返り枯死","20071123","20121112","20171010","","","",0,0,1,0,0,0,0,0,0
"nWB131","nWB131",40,70,7.5,2.5,"ヤブツバキ",31.7,31.6,32.2,"","","","20071123","20121112","20171010","","","",0,0,0,0,0,0,0,0,0
"nWB132","nWB132",40,70,9.4,4.8,"サカキ",21.3,21.1,NA,"","","消失不明","20071123","20121112","20171010","","","",0,0,1,0,0,0,0,0,0
"nWB133","nWB133",40,70,5.7,6.9,"イスノキ",29.4,30.6,30.9,"","こぶ抜き測定","","20071123","20121112","20171010","","","",0,0,0,0,0,0,0,0,0
"nWC441","nWC441",40,70,7.2,8.5,"イスノキ",185.4,188.4,191.4,"","","","20071123","20121112","20171010","","","",0,0,0,0,0,0,0,0,0
"nWC607","nYA571",40,70,0.5,4.5,"イスノキ",21.4,21.4,22.1,"","","","20071123","20121112","20171010","","nYA571","nWC607",0,0,0,0,0,0,0,0,0
"nYA573","nYA573",40,70,3.3,7.2,"サカキ",24.8,24.8,25.8,"","","","20071123","20121112","20171010","","","",0,0,0,0,0,0,0,0,0
"nWC608","nYA575",40,70,0.8,9.3,"イスノキ",133.8,134.1,135.3,"","","","20071123","20121112","20171010","","nYA575","nWC608",0,0,0,0,0,0,0,0,0
"nYA580","nYA580",40,80,0,7.2,"ウラジロガシ",153.4,NA,NA,"","幹折れ","","20071123","20121112",NA,"","","",0,1,2,0,0,0,0,0,0
"nYA586","nYA586",40,80,4.2,3.4,"クロキ",18.2,NA,NA,"","倒木落枝下敷き死亡","","20071123","20121112",NA,"","","",0,1,2,0,0,0,0,0,0
"nWB141","nWB141",40,80,8.8,2.6,"クロバイ",18.8,18.6,NA,"","上部枯れ","根返り枯死","20071123","20121112","20171010","","","",0,0,1,0,0,0,0,0,0
"nWC592","nWB142",40,80,9,3.4,"イスノキ",189.2,192.1,197.4,"G90測定ミス","G修正有","","20071123","20121112","20171010","","nWB142","nWC592",0,0,0,0,0,0,0,0,0
"nWB143","nWB143",40,80,7.2,3.9,"イスノキ",93.6,93.3,94.1,"","前回ミス？","","20071123","20121112","20171010","","","",0,0,0,0,0,0,0,0,0
"nYA583","nYA583",40,80,2.7,0.1,"サカキ",17.2,17.2,18.4,"","落枝巻き込まれ生存","","20071123","20121112","20171010","","","",0,0,0,0,0,0,0,0,0
"nWC591","nYA584",40,80,3.1,0.7,"イスノキ",244,246.8,253,"","","G17OK","20071123","20121112","20171010","","nYA584","nWC591",0,0,0,0,0,0,0,0,0
"nYA585","nYA585",40,80,3.7,2.4,"モチノキ",23.5,23.5,26.2,"","","","20071123","20121112","20171010","","","",0,0,0,0,0,0,0,0,0
"nYA587","nYA587",40,80,3.7,4.6,"イスノキ",66.1,66.1,NA,"","側枝1本折れ","立枯，幹折れ枯死","20071123","20121112","20171010","","","",0,0,1,0,0,0,0,0,0
"nYA588","nYA588",40,80,4.9,5.2,"クロキ",22.8,22.6,25.3,"","","","20071123","20121112","20171010","","","",0,0,0,0,0,0,0,0,0
"nYA589","nYA589",40,80,3.1,8.4,"イスノキ",64.5,64.4,66.8,"","","","20071123","20121112","20171010","","","",0,0,0,0,0,0,0,0,0
"nYA597","nYA597",40,90,1,1.7,"ウラジロガシ",307.2,NA,NA,"","幹折れ","","20071123","20121112",NA,"","","",0,1,2,0,0,0,0,0,0
"nWB155","nWB155",40,90,8.8,7.4,"サカキ",74,73.4,73.8,"","前回ミス","","20071123","20121112","20171010","","","",0,0,0,0,0,0,0,0,0
"nWB156","nWB156",40,90,6.4,7.5,"クロキ",29.9,30.2,30.7,"","","","20071123","20121112","20171010","","","",0,0,0,0,0,0,0,0,0
"nWB157","nWB157",40,90,5,2.1,"イスノキ",113,116.5,123.8,"G修正済","前回ミス，113.0の間違い","","20071123","20121112","20171010","","","",0,0,0,0,0,0,0,0,0
"nWB158","nWB158",40,90,8.9,0.1,"イスノキ",34,33.9,34.3,"","","","20071123","20121112","20171010","","","",0,0,0,0,0,0,0,0,0
"nWC589","nYA598",40,90,0.3,4.1,"クロキ",19.3,19.8,24,"X90.3修正済","","","20071123","20121112","20171010","","nYA598","nWC589",0,0,0,0,0,0,0,0,0
"nYA599","nYA599",40,90,3.9,4.8,"サカキ",40.2,40.2,43.3,"","","シカによる皮剥あり","20071123","20121112","20171010","","","",0,0,0,0,0,0,0,0,0
"nWC590","nYA600",40,90,1.6,7,"イスノキ",106.6,108.3,108.4,"","","","20071123","20121112","20171010","","nYA600","nWC590",0,0,0,0,0,0,0,0,0
"nYA601","nYA601",40,90,3.4,9.6,"イスノキ",105.1,105,105,"","","","20071123","20121112","20171010","","","",0,0,0,0,0,0,0,0,0
"nYA602","nYA602",40,90,2.8,9.7,"ヒサカキ",17.1,17.1,17.9,"","","","20071123","20121112","20171010","","","",0,0,0,0,0,0,0,0,0
"nWB60","nWB60",50,0,4.1,3.2,"ヤブツバキ",26.1,26.2,26.1,"","","幹折れ生存","20071123","20121111","20171010","","","",0,0,0,0,0,0,0,0,0
"nWB61","nWB61",50,0,3.6,0.2,"カゴノキ",119.5,121.3,123.8,"","","","20071123","20121111","20171010","","","",0,0,0,0,0,0,0,0,0
"nWC542","nWB62",50,0,2.2,1.3,"ヤブツバキ",36.5,37,38.2,"","","","20071123","20121111","20171010","","nWB62","nWC542",0,0,0,0,0,0,0,0,0
"nWB348","nWB348",50,0,8.4,0,"イスノキ",26.9,27.1,27.5,"","","","20071123","20121111","20171010","","","",0,0,0,0,0,0,0,0,0
"nWB364","nWB364",50,0,7.9,0.8,"イスノキ",27.8,27.9,28.1,"","","","20071123","20121111","20171010","","","",0,0,0,0,0,0,0,0,0
"nWB365","nWB365",50,0,9.1,8.8,"ヤブニッケイ",81,81.3,NA,"","","幹折れ枯死","20071123","20121111","20171010","","","",0,0,1,0,0,0,0,0,0
